sa2_code,year,population,reference_date,revision_status,source_id,source_locator
207011150,2024,17491,2024-06-30,revised,abs-erp-2024-25,Table 1!AH817
207011150,2025,17650,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI817
207011152,2020,16698,2020-06-30,final,abs-erp-2024-25,Table 1!AD818
207011152,2021,15881,2021-06-30,final,abs-erp-2024-25,Table 1!AE818
207011152,2022,16063,2022-06-30,revised,abs-erp-2024-25,Table 1!AF818
207011152,2023,16838,2023-06-30,revised,abs-erp-2024-25,Table 1!AG818
207011152,2024,17242,2024-06-30,revised,abs-erp-2024-25,Table 1!AH818
207011152,2025,17541,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI818
207011154,2020,6783,2020-06-30,final,abs-erp-2024-25,Table 1!AD819
207011154,2021,6555,2021-06-30,final,abs-erp-2024-25,Table 1!AE819
207011154,2022,6552,2022-06-30,revised,abs-erp-2024-25,Table 1!AF819
207011154,2023,6615,2023-06-30,revised,abs-erp-2024-25,Table 1!AG819
207011154,2024,6748,2024-06-30,revised,abs-erp-2024-25,Table 1!AH819
207011154,2025,6759,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI819
207011155,2020,16786,2020-06-30,final,abs-erp-2024-25,Table 1!AD820
207011155,2021,16083,2021-06-30,final,abs-erp-2024-25,Table 1!AE820
207011155,2022,15887,2022-06-30,revised,abs-erp-2024-25,Table 1!AF820
207011155,2023,16167,2023-06-30,revised,abs-erp-2024-25,Table 1!AG820
207011155,2024,16193,2024-06-30,revised,abs-erp-2024-25,Table 1!AH820
207011155,2025,16229,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI820
207011519,2020,10862,2020-06-30,final,abs-erp-2024-25,Table 1!AD821
207011519,2021,10017,2021-06-30,final,abs-erp-2024-25,Table 1!AE821
207011519,2022,10017,2022-06-30,revised,abs-erp-2024-25,Table 1!AF821
207011519,2023,10524,2023-06-30,revised,abs-erp-2024-25,Table 1!AG821
207011519,2024,10759,2024-06-30,revised,abs-erp-2024-25,Table 1!AH821
207011519,2025,10910,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI821
207011520,2020,13360,2020-06-30,final,abs-erp-2024-25,Table 1!AD822
207011520,2021,12137,2021-06-30,final,abs-erp-2024-25,Table 1!AE822
207011520,2022,12227,2022-06-30,revised,abs-erp-2024-25,Table 1!AF822
207011520,2023,12875,2023-06-30,revised,abs-erp-2024-25,Table 1!AG822
207011520,2024,13394,2024-06-30,revised,abs-erp-2024-25,Table 1!AH822
207011520,2025,13562,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI822
207011521,2020,12385,2020-06-30,final,abs-erp-2024-25,Table 1!AD823
207011521,2021,11717,2021-06-30,final,abs-erp-2024-25,Table 1!AE823
207011521,2022,11713,2022-06-30,revised,abs-erp-2024-25,Table 1!AF823
207011521,2023,12085,2023-06-30,revised,abs-erp-2024-25,Table 1!AG823
207011521,2024,12302,2024-06-30,revised,abs-erp-2024-25,Table 1!AH823
207011521,2025,12306,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI823
207011522,2020,13752,2020-06-30,final,abs-erp-2024-25,Table 1!AD824
207011522,2021,13143,2021-06-30,final,abs-erp-2024-25,Table 1!AE824
207011522,2022,13160,2022-06-30,revised,abs-erp-2024-25,Table 1!AF824
207011522,2023,13409,2023-06-30,revised,abs-erp-2024-25,Table 1!AG824
207011522,2024,13624,2024-06-30,revised,abs-erp-2024-25,Table 1!AH824
207011522,2025,13799,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI824
207021156,2020,11657,2020-06-30,final,abs-erp-2024-25,Table 1!AD825
207021156,2021,11370,2021-06-30,final,abs-erp-2024-25,Table 1!AE825
207021156,2022,11419,2022-06-30,revised,abs-erp-2024-25,Table 1!AF825
207021156,2023,11629,2023-06-30,revised,abs-erp-2024-25,Table 1!AG825
207021156,2024,11730,2024-06-30,revised,abs-erp-2024-25,Table 1!AH825
207021156,2025,11810,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI825
207021157,2020,25118,2020-06-30,final,abs-erp-2024-25,Table 1!AD826
207021157,2021,25173,2021-06-30,final,abs-erp-2024-25,Table 1!AE826
207021157,2022,25632,2022-06-30,revised,abs-erp-2024-25,Table 1!AF826
207021157,2023,26863,2023-06-30,revised,abs-erp-2024-25,Table 1!AG826
207021157,2024,27827,2024-06-30,revised,abs-erp-2024-25,Table 1!AH826
207021157,2025,28353,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI826
207021159,2020,17548,2020-06-30,final,abs-erp-2024-25,Table 1!AD827
207021159,2021,17101,2021-06-30,final,abs-erp-2024-25,Table 1!AE827
207021159,2022,17136,2022-06-30,revised,abs-erp-2024-25,Table 1!AF827
207021159,2023,17429,2023-06-30,revised,abs-erp-2024-25,Table 1!AG827
207021159,2024,17419,2024-06-30,revised,abs-erp-2024-25,Table 1!AH827
207021159,2025,17442,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI827
207021160,2020,14581,2020-06-30,final,abs-erp-2024-25,Table 1!AD828
207021160,2021,14280,2021-06-30,final,abs-erp-2024-25,Table 1!AE828
207021160,2022,14336,2022-06-30,revised,abs-erp-2024-25,Table 1!AF828
207021160,2023,14433,2023-06-30,revised,abs-erp-2024-25,Table 1!AG828
207021160,2024,14586,2024-06-30,revised,abs-erp-2024-25,Table 1!AH828
207021160,2025,14695,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI828
207021424,2020,16144,2020-06-30,final,abs-erp-2024-25,Table 1!AD829
207021424,2021,15786,2021-06-30,final,abs-erp-2024-25,Table 1!AE829
207021424,2022,15768,2022-06-30,revised,abs-erp-2024-25,Table 1!AF829
207021424,2023,16155,2023-06-30,revised,abs-erp-2024-25,Table 1!AG829
207021424,2024,16306,2024-06-30,revised,abs-erp-2024-25,Table 1!AH829
207021424,2025,16642,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI829
207021425,2020,15942,2020-06-30,final,abs-erp-2024-25,Table 1!AD830
207021425,2021,15593,2021-06-30,final,abs-erp-2024-25,Table 1!AE830
207021425,2022,15689,2022-06-30,revised,abs-erp-2024-25,Table 1!AF830
207021425,2023,16262,2023-06-30,revised,abs-erp-2024-25,Table 1!AG830
207021425,2024,16650,2024-06-30,revised,abs-erp-2024-25,Table 1!AH830
207021425,2025,16983,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI830
207031161,2020,23032,2020-06-30,final,abs-erp-2024-25,Table 1!AD831
207031161,2021,22356,2021-06-30,final,abs-erp-2024-25,Table 1!AE831
207031161,2022,22299,2022-06-30,revised,abs-erp-2024-25,Table 1!AF831
207031161,2023,22897,2023-06-30,revised,abs-erp-2024-25,Table 1!AG831
207031161,2024,23415,2024-06-30,revised,abs-erp-2024-25,Table 1!AH831
207031161,2025,23732,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI831
207031162,2020,11342,2020-06-30,final,abs-erp-2024-25,Table 1!AD832
207031162,2021,11019,2021-06-30,final,abs-erp-2024-25,Table 1!AE832
207031162,2022,10940,2022-06-30,revised,abs-erp-2024-25,Table 1!AF832
207031162,2023,11038,2023-06-30,revised,abs-erp-2024-25,Table 1!AG832
207031162,2024,11061,2024-06-30,revised,abs-erp-2024-25,Table 1!AH832
207031162,2025,11072,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI832
207031163,2020,24118,2020-06-30,final,abs-erp-2024-25,Table 1!AD833
207031163,2021,23212,2021-06-30,final,abs-erp-2024-25,Table 1!AE833
207031163,2022,23773,2022-06-30,revised,abs-erp-2024-25,Table 1!AF833
207031163,2023,25253,2023-06-30,revised,abs-erp-2024-25,Table 1!AG833
207031163,2024,26577,2024-06-30,revised,abs-erp-2024-25,Table 1!AH833
207031163,2025,27206,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI833
207031164,2020,18903,2020-06-30,final,abs-erp-2024-25,Table 1!AD834
207031164,2021,18292,2021-06-30,final,abs-erp-2024-25,Table 1!AE834
207031164,2022,18385,2022-06-30,revised,abs-erp-2024-25,Table 1!AF834
207031164,2023,19016,2023-06-30,revised,abs-erp-2024-25,Table 1!AG834
207031164,2024,19403,2024-06-30,revised,abs-erp-2024-25,Table 1!AH834
207031164,2025,19760,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI834
207031165,2020,13468,2020-06-30,final,abs-erp-2024-25,Table 1!AD835
207031165,2021,12522,2021-06-30,final,abs-erp-2024-25,Table 1!AE835
207031165,2022,12899,2022-06-30,revised,abs-erp-2024-25,Table 1!AF835
207031165,2023,13981,2023-06-30,revised,abs-erp-2024-25,Table 1!AG835
207031165,2024,14851,2024-06-30,revised,abs-erp-2024-25,Table 1!AH835
207031165,2025,15480,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI835
207031166,2020,11053,2020-06-30,final,abs-erp-2024-25,Table 1!AD836
207031166,2021,10774,2021-06-30,final,abs-erp-2024-25,Table 1!AE836
207031166,2022,11074,2022-06-30,revised,abs-erp-2024-25,Table 1!AF836
207031166,2023,11862,2023-06-30,revised,abs-erp-2024-25,Table 1!AG836
207031166,2024,12323,2024-06-30,revised,abs-erp-2024-25,Table 1!AH836
207031166,2025,12460,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI836
207031167,2020,10666,2020-06-30,final,abs-erp-2024-25,Table 1!AD837
207031167,2021,10251,2021-06-30,final,abs-erp-2024-25,Table 1!AE837
207031167,2022,10301,2022-06-30,revised,abs-erp-2024-25,Table 1!AF837
207031167,2023,10621,2023-06-30,revised,abs-erp-2024-25,Table 1!AG837
207031167,2024,10720,2024-06-30,revised,abs-erp-2024-25,Table 1!AH837
207031167,2025,10776,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI837
208011168,2020,14362,2020-06-30,final,abs-erp-2024-25,Table 1!AD838
208011168,2021,14123,2021-06-30,final,abs-erp-2024-25,Table 1!AE838
208011168,2022,13999,2022-06-30,revised,abs-erp-2024-25,Table 1!AF838
208011168,2023,14199,2023-06-30,revised,abs-erp-2024-25,Table 1!AG838
208011168,2024,14376,2024-06-30,revised,abs-erp-2024-25,Table 1!AH838
208011168,2025,14486,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI838
208011169,2020,24136,2020-06-30,final,abs-erp-2024-25,Table 1!AD839
208011169,2021,23044,2021-06-30,final,abs-erp-2024-25,Table 1!AE839
208011169,2022,22904,2022-06-30,revised,abs-erp-2024-25,Table 1!AF839
208011169,2023,23527,2023-06-30,revised,abs-erp-2024-25,Table 1!AG839
208011169,2024,24046,2024-06-30,revised,abs-erp-2024-25,Table 1!AH839
208011169,2025,24340,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI839
208011170,2020,17010,2020-06-30,final,abs-erp-2024-25,Table 1!AD840
208011170,2021,16692,2021-06-30,final,abs-erp-2024-25,Table 1!AE840
208011170,2022,16708,2022-06-30,revised,abs-erp-2024-25,Table 1!AF840
208011170,2023,17026,2023-06-30,revised,abs-erp-2024-25,Table 1!AG840
208011170,2024,17223,2024-06-30,revised,abs-erp-2024-25,Table 1!AH840
208011170,2025,17486,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI840
208011171,2020,12601,2020-06-30,final,abs-erp-2024-25,Table 1!AD841
208011171,2021,12543,2021-06-30,final,abs-erp-2024-25,Table 1!AE841
208011171,2022,12542,2022-06-30,revised,abs-erp-2024-25,Table 1!AF841
208011171,2023,12751,2023-06-30,revised,abs-erp-2024-25,Table 1!AG841
208011171,2024,13073,2024-06-30,revised,abs-erp-2024-25,Table 1!AH841
208011171,2025,13257,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI841
208011172,2020,18997,2020-06-30,final,abs-erp-2024-25,Table 1!AD842
208011172,2021,18405,2021-06-30,final,abs-erp-2024-25,Table 1!AE842
208011172,2022,18477,2022-06-30,revised,abs-erp-2024-25,Table 1!AF842
208011172,2023,18793,2023-06-30,revised,abs-erp-2024-25,Table 1!AG842
208011172,2024,19142,2024-06-30,revised,abs-erp-2024-25,Table 1!AH842
208011172,2025,19524,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI842
208011173,2020,17912,2020-06-30,final,abs-erp-2024-25,Table 1!AD843
208011173,2021,17521,2021-06-30,final,abs-erp-2024-25,Table 1!AE843
208011173,2022,17481,2022-06-30,revised,abs-erp-2024-25,Table 1!AF843
208011173,2023,17838,2023-06-30,revised,abs-erp-2024-25,Table 1!AG843
208011173,2024,17973,2024-06-30,revised,abs-erp-2024-25,Table 1!AH843
208011173,2025,18071,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI843
208021174,2020,25447,2020-06-30,final,abs-erp-2024-25,Table 1!AD844
208021174,2021,25202,2021-06-30,final,abs-erp-2024-25,Table 1!AE844
208021174,2022,25432,2022-06-30,revised,abs-erp-2024-25,Table 1!AF844
208021174,2023,26136,2023-06-30,revised,abs-erp-2024-25,Table 1!AG844
208021174,2024,26752,2024-06-30,revised,abs-erp-2024-25,Table 1!AH844
208021174,2025,26966,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI844
208021176,2020,19676,2020-06-30,final,abs-erp-2024-25,Table 1!AD845
208021176,2021,18791,2021-06-30,final,abs-erp-2024-25,Table 1!AE845
208021176,2022,18910,2022-06-30,revised,abs-erp-2024-25,Table 1!AF845
208021176,2023,20056,2023-06-30,revised,abs-erp-2024-25,Table 1!AG845
208021176,2024,20837,2024-06-30,revised,abs-erp-2024-25,Table 1!AH845
208021176,2025,21266,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI845
208021177,2020,23399,2020-06-30,final,abs-erp-2024-25,Table 1!AD846
208021177,2021,22723,2021-06-30,final,abs-erp-2024-25,Table 1!AE846
208021177,2022,23013,2022-06-30,revised,abs-erp-2024-25,Table 1!AF846
208021177,2023,23895,2023-06-30,revised,abs-erp-2024-25,Table 1!AG846
208021177,2024,24395,2024-06-30,revised,abs-erp-2024-25,Table 1!AH846
208021177,2025,24635,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI846
208021178,2020,18714,2020-06-30,final,abs-erp-2024-25,Table 1!AD847
208021178,2021,18228,2021-06-30,final,abs-erp-2024-25,Table 1!AE847
208021178,2022,18210,2022-06-30,revised,abs-erp-2024-25,Table 1!AF847
208021178,2023,18624,2023-06-30,revised,abs-erp-2024-25,Table 1!AG847
208021178,2024,18918,2024-06-30,revised,abs-erp-2024-25,Table 1!AH847
208021178,2025,19226,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI847
208021179,2020,12509,2020-06-30,final,abs-erp-2024-25,Table 1!AD848
208021179,2021,12030,2021-06-30,final,abs-erp-2024-25,Table 1!AE848
208021179,2022,12084,2022-06-30,revised,abs-erp-2024-25,Table 1!AF848
208021179,2023,12416,2023-06-30,revised,abs-erp-2024-25,Table 1!AG848
208021179,2024,12704,2024-06-30,revised,abs-erp-2024-25,Table 1!AH848
208021179,2025,12827,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI848
208021180,2020,7957,2020-06-30,final,abs-erp-2024-25,Table 1!AD849
208021180,2021,7642,2021-06-30,final,abs-erp-2024-25,Table 1!AE849
208021180,2022,7644,2022-06-30,revised,abs-erp-2024-25,Table 1!AF849
208021180,2023,7913,2023-06-30,revised,abs-erp-2024-25,Table 1!AG849
208021180,2024,8053,2024-06-30,revised,abs-erp-2024-25,Table 1!AH849
208021180,2025,8132,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI849
208021181,2020,9771,2020-06-30,final,abs-erp-2024-25,Table 1!AD850
208021181,2021,9467,2021-06-30,final,abs-erp-2024-25,Table 1!AE850
208021181,2022,9526,2022-06-30,revised,abs-erp-2024-25,Table 1!AF850
208021181,2023,9760,2023-06-30,revised,abs-erp-2024-25,Table 1!AG850
208021181,2024,10010,2024-06-30,revised,abs-erp-2024-25,Table 1!AH850
208021181,2025,10126,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI850
208021182,2020,14198,2020-06-30,final,abs-erp-2024-25,Table 1!AD851
208021182,2021,13280,2021-06-30,final,abs-erp-2024-25,Table 1!AE851
208021182,2022,13398,2022-06-30,revised,abs-erp-2024-25,Table 1!AF851
208021182,2023,14013,2023-06-30,revised,abs-erp-2024-25,Table 1!AG851
208021182,2024,14681,2024-06-30,revised,abs-erp-2024-25,Table 1!AH851
208021182,2025,15157,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI851
208021426,2020,16815,2020-06-30,final,abs-erp-2024-25,Table 1!AD852
208021426,2021,16758,2021-06-30,final,abs-erp-2024-25,Table 1!AE852
208021426,2022,16865,2022-06-30,revised,abs-erp-2024-25,Table 1!AF852
208021426,2023,17222,2023-06-30,revised,abs-erp-2024-25,Table 1!AG852
208021426,2024,17498,2024-06-30,revised,abs-erp-2024-25,Table 1!AH852
208021426,2025,17873,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI852
208021427,2020,14127,2020-06-30,final,abs-erp-2024-25,Table 1!AD853
208021427,2021,14159,2021-06-30,final,abs-erp-2024-25,Table 1!AE853
208021427,2022,14103,2022-06-30,revised,abs-erp-2024-25,Table 1!AF853
208021427,2023,14443,2023-06-30,revised,abs-erp-2024-25,Table 1!AG853
208021427,2024,14739,2024-06-30,revised,abs-erp-2024-25,Table 1!AH853
208021427,2025,14949,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI853
208031183,2020,9188,2020-06-30,final,abs-erp-2024-25,Table 1!AD854
208031183,2021,8922,2021-06-30,final,abs-erp-2024-25,Table 1!AE854
208031183,2022,8894,2022-06-30,revised,abs-erp-2024-25,Table 1!AF854
208031183,2023,8985,2023-06-30,revised,abs-erp-2024-25,Table 1!AG854
208031183,2024,9061,2024-06-30,revised,abs-erp-2024-25,Table 1!AH854
208031183,2025,9063,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI854
208031184,2020,34,2020-06-30,final,abs-erp-2024-25,Table 1!AD855
208031184,2021,28,2021-06-30,final,abs-erp-2024-25,Table 1!AE855
208031184,2022,28,2022-06-30,revised,abs-erp-2024-25,Table 1!AF855
208031184,2023,28,2023-06-30,revised,abs-erp-2024-25,Table 1!AG855
208031184,2024,28,2024-06-30,revised,abs-erp-2024-25,Table 1!AH855
208031184,2025,28,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI855
208031185,2020,12269,2020-06-30,final,abs-erp-2024-25,Table 1!AD856
208031185,2021,12115,2021-06-30,final,abs-erp-2024-25,Table 1!AE856
208031185,2022,12159,2022-06-30,revised,abs-erp-2024-25,Table 1!AF856
208031185,2023,12330,2023-06-30,revised,abs-erp-2024-25,Table 1!AG856
208031185,2024,12414,2024-06-30,revised,abs-erp-2024-25,Table 1!AH856
208031185,2025,12478,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI856
208031186,2020,15426,2020-06-30,final,abs-erp-2024-25,Table 1!AD857
208031186,2021,15317,2021-06-30,final,abs-erp-2024-25,Table 1!AE857
208031186,2022,15339,2022-06-30,revised,abs-erp-2024-25,Table 1!AF857
208031186,2023,15568,2023-06-30,revised,abs-erp-2024-25,Table 1!AG857
208031186,2024,15842,2024-06-30,revised,abs-erp-2024-25,Table 1!AH857
208031186,2025,16058,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI857
208031187,2020,5562,2020-06-30,final,abs-erp-2024-25,Table 1!AD858
208031187,2021,5426,2021-06-30,final,abs-erp-2024-25,Table 1!AE858
208031187,2022,5364,2022-06-30,revised,abs-erp-2024-25,Table 1!AF858
208031187,2023,5359,2023-06-30,revised,abs-erp-2024-25,Table 1!AG858
208031187,2024,5431,2024-06-30,revised,abs-erp-2024-25,Table 1!AH858
208031187,2025,5445,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI858
208031188,2020,24808,2020-06-30,final,abs-erp-2024-25,Table 1!AD859
208031188,2021,24354,2021-06-30,final,abs-erp-2024-25,Table 1!AE859
208031188,2022,24522,2022-06-30,revised,abs-erp-2024-25,Table 1!AF859
208031188,2023,25243,2023-06-30,revised,abs-erp-2024-25,Table 1!AG859
208031188,2024,25799,2024-06-30,revised,abs-erp-2024-25,Table 1!AH859
208031188,2025,26320,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI859
208031189,2020,13778,2020-06-30,final,abs-erp-2024-25,Table 1!AD860
208031189,2021,13669,2021-06-30,final,abs-erp-2024-25,Table 1!AE860
208031189,2022,13644,2022-06-30,revised,abs-erp-2024-25,Table 1!AF860
208031189,2023,13889,2023-06-30,revised,abs-erp-2024-25,Table 1!AG860
208031189,2024,14112,2024-06-30,revised,abs-erp-2024-25,Table 1!AH860
208031189,2025,14365,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI860
208031190,2020,13856,2020-06-30,final,abs-erp-2024-25,Table 1!AD861
208031190,2021,13303,2021-06-30,final,abs-erp-2024-25,Table 1!AE861
208031190,2022,13347,2022-06-30,revised,abs-erp-2024-25,Table 1!AF861
208031190,2023,13702,2023-06-30,revised,abs-erp-2024-25,Table 1!AG861
208031190,2024,13945,2024-06-30,revised,abs-erp-2024-25,Table 1!AH861
208031190,2025,14155,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI861
208031191,2020,9450,2020-06-30,final,abs-erp-2024-25,Table 1!AD862
208031191,2021,9197,2021-06-30,final,abs-erp-2024-25,Table 1!AE862
208031191,2022,9209,2022-06-30,revised,abs-erp-2024-25,Table 1!AF862
208031191,2023,9414,2023-06-30,revised,abs-erp-2024-25,Table 1!AG862
208031191,2024,9679,2024-06-30,revised,abs-erp-2024-25,Table 1!AH862
208031191,2025,9826,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI862
208031192,2020,21,2020-06-30,final,abs-erp-2024-25,Table 1!AD863
208031192,2021,26,2021-06-30,final,abs-erp-2024-25,Table 1!AE863
208031192,2022,26,2022-06-30,revised,abs-erp-2024-25,Table 1!AF863
208031192,2023,26,2023-06-30,revised,abs-erp-2024-25,Table 1!AG863
208031192,2024,26,2024-06-30,revised,abs-erp-2024-25,Table 1!AH863
208031192,2025,26,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI863
208031193,2020,21782,2020-06-30,final,abs-erp-2024-25,Table 1!AD864
208031193,2021,21429,2021-06-30,final,abs-erp-2024-25,Table 1!AE864
208031193,2022,21411,2022-06-30,revised,abs-erp-2024-25,Table 1!AF864
208031193,2023,21875,2023-06-30,revised,abs-erp-2024-25,Table 1!AG864
208031193,2024,22197,2024-06-30,revised,abs-erp-2024-25,Table 1!AH864
208031193,2025,22437,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI864
208041194,2020,21457,2020-06-30,final,abs-erp-2024-25,Table 1!AD865
208041194,2021,20469,2021-06-30,final,abs-erp-2024-25,Table 1!AE865
208041194,2022,20507,2022-06-30,revised,abs-erp-2024-25,Table 1!AF865
208041194,2023,21299,2023-06-30,revised,abs-erp-2024-25,Table 1!AG865
208041194,2024,21586,2024-06-30,revised,abs-erp-2024-25,Table 1!AH865
208041194,2025,21820,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI865
208041195,2020,23079,2020-06-30,final,abs-erp-2024-25,Table 1!AD866
208041195,2021,22202,2021-06-30,final,abs-erp-2024-25,Table 1!AE866
208041195,2022,22376,2022-06-30,revised,abs-erp-2024-25,Table 1!AF866
208041195,2023,23133,2023-06-30,revised,abs-erp-2024-25,Table 1!AG866
208041195,2024,23656,2024-06-30,revised,abs-erp-2024-25,Table 1!AH866
208041195,2025,23996,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI866
209011196,2020,10295,2020-06-30,final,abs-erp-2024-25,Table 1!AD867
209011196,2021,9920,2021-06-30,final,abs-erp-2024-25,Table 1!AE867
209011196,2022,9814,2022-06-30,revised,abs-erp-2024-25,Table 1!AF867
209011196,2023,9993,2023-06-30,revised,abs-erp-2024-25,Table 1!AG867
209011196,2024,10196,2024-06-30,revised,abs-erp-2024-25,Table 1!AH867
209011196,2025,10339,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI867
209011197,2020,21373,2020-06-30,final,abs-erp-2024-25,Table 1!AD868
209011197,2021,20995,2021-06-30,final,abs-erp-2024-25,Table 1!AE868
209011197,2022,20830,2022-06-30,revised,abs-erp-2024-25,Table 1!AF868
209011197,2023,20939,2023-06-30,revised,abs-erp-2024-25,Table 1!AG868
209011197,2024,21287,2024-06-30,revised,abs-erp-2024-25,Table 1!AH868
209011197,2025,21386,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI868
209011198,2020,16650,2020-06-30,final,abs-erp-2024-25,Table 1!AD869
209011198,2021,16202,2021-06-30,final,abs-erp-2024-25,Table 1!AE869
209011198,2022,16279,2022-06-30,revised,abs-erp-2024-25,Table 1!AF869
209011198,2023,16556,2023-06-30,revised,abs-erp-2024-25,Table 1!AG869
209011198,2024,16852,2024-06-30,revised,abs-erp-2024-25,Table 1!AH869
209011198,2025,16925,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI869
209011199,2020,15540,2020-06-30,final,abs-erp-2024-25,Table 1!AD870
209011199,2021,15039,2021-06-30,final,abs-erp-2024-25,Table 1!AE870
209011199,2022,15244,2022-06-30,revised,abs-erp-2024-25,Table 1!AF870
209011199,2023,15799,2023-06-30,revised,abs-erp-2024-25,Table 1!AG870
209011199,2024,16641,2024-06-30,revised,abs-erp-2024-25,Table 1!AH870
209011199,2025,17224,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI870
209011200,2020,12883,2020-06-30,final,abs-erp-2024-25,Table 1!AD871
209011200,2021,12559,2021-06-30,final,abs-erp-2024-25,Table 1!AE871
209011200,2022,12563,2022-06-30,revised,abs-erp-2024-25,Table 1!AF871
209011200,2023,12903,2023-06-30,revised,abs-erp-2024-25,Table 1!AG871
209011200,2024,13116,2024-06-30,revised,abs-erp-2024-25,Table 1!AH871
209011200,2025,13188,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI871
209011201,2020,7984,2020-06-30,final,abs-erp-2024-25,Table 1!AD872
209011201,2021,7799,2021-06-30,final,abs-erp-2024-25,Table 1!AE872
209011201,2022,7791,2022-06-30,revised,abs-erp-2024-25,Table 1!AF872
209011201,2023,7955,2023-06-30,revised,abs-erp-2024-25,Table 1!AG872
209011201,2024,8069,2024-06-30,revised,abs-erp-2024-25,Table 1!AH872
209011201,2025,8169,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI872
209011202,2020,16905,2020-06-30,final,abs-erp-2024-25,Table 1!AD873
209011202,2021,16660,2021-06-30,final,abs-erp-2024-25,Table 1!AE873
209011202,2022,16627,2022-06-30,revised,abs-erp-2024-25,Table 1!AF873
209011202,2023,16824,2023-06-30,revised,abs-erp-2024-25,Table 1!AG873
209011202,2024,16916,2024-06-30,revised,abs-erp-2024-25,Table 1!AH873
209011202,2025,17042,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI873
209011203,2020,19188,2020-06-30,final,abs-erp-2024-25,Table 1!AD874
209011203,2021,18891,2021-06-30,final,abs-erp-2024-25,Table 1!AE874
209011203,2022,18773,2022-06-30,revised,abs-erp-2024-25,Table 1!AF874
209011203,2023,18965,2023-06-30,revised,abs-erp-2024-25,Table 1!AG874
209011203,2024,18897,2024-06-30,revised,abs-erp-2024-25,Table 1!AH874
209011203,2025,18993,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI874
209011204,2020,9476,2020-06-30,final,abs-erp-2024-25,Table 1!AD875
209011204,2021,9305,2021-06-30,final,abs-erp-2024-25,Table 1!AE875
209011204,2022,9238,2022-06-30,revised,abs-erp-2024-25,Table 1!AF875
209011204,2023,9338,2023-06-30,revised,abs-erp-2024-25,Table 1!AG875
209011204,2024,9486,2024-06-30,revised,abs-erp-2024-25,Table 1!AH875
