sa2_code,year,population,reference_date,revision_status,source_id,source_locator
209011204,2025,9504,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI875
209021205,2020,11525,2020-06-30,final,abs-erp-2024-25,Table 1!AD876
209021205,2021,10549,2021-06-30,final,abs-erp-2024-25,Table 1!AE876
209021205,2022,10747,2022-06-30,revised,abs-erp-2024-25,Table 1!AF876
209021205,2023,11680,2023-06-30,revised,abs-erp-2024-25,Table 1!AG876
209021205,2024,12454,2024-06-30,revised,abs-erp-2024-25,Table 1!AH876
209021205,2025,12932,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI876
209021428,2020,21746,2020-06-30,final,abs-erp-2024-25,Table 1!AD877
209021428,2021,20997,2021-06-30,final,abs-erp-2024-25,Table 1!AE877
209021428,2022,21053,2022-06-30,revised,abs-erp-2024-25,Table 1!AF877
209021428,2023,21926,2023-06-30,revised,abs-erp-2024-25,Table 1!AG877
209021428,2024,22473,2024-06-30,revised,abs-erp-2024-25,Table 1!AH877
209021428,2025,23403,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI877
209021429,2020,13278,2020-06-30,final,abs-erp-2024-25,Table 1!AD878
209021429,2021,12824,2021-06-30,final,abs-erp-2024-25,Table 1!AE878
209021429,2022,12733,2022-06-30,revised,abs-erp-2024-25,Table 1!AF878
209021429,2023,13113,2023-06-30,revised,abs-erp-2024-25,Table 1!AG878
209021429,2024,13414,2024-06-30,revised,abs-erp-2024-25,Table 1!AH878
209021429,2025,13610,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI878
209021523,2020,15565,2020-06-30,final,abs-erp-2024-25,Table 1!AD879
209021523,2021,14987,2021-06-30,final,abs-erp-2024-25,Table 1!AE879
209021523,2022,14926,2022-06-30,revised,abs-erp-2024-25,Table 1!AF879
209021523,2023,15424,2023-06-30,revised,abs-erp-2024-25,Table 1!AG879
209021523,2024,15915,2024-06-30,revised,abs-erp-2024-25,Table 1!AH879
209021523,2025,16329,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI879
209021524,2020,10346,2020-06-30,final,abs-erp-2024-25,Table 1!AD880
209021524,2021,9881,2021-06-30,final,abs-erp-2024-25,Table 1!AE880
209021524,2022,9698,2022-06-30,revised,abs-erp-2024-25,Table 1!AF880
209021524,2023,9792,2023-06-30,revised,abs-erp-2024-25,Table 1!AG880
209021524,2024,9806,2024-06-30,revised,abs-erp-2024-25,Table 1!AH880
209021524,2025,9751,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI880
209021525,2020,13399,2020-06-30,final,abs-erp-2024-25,Table 1!AD881
209021525,2021,12939,2021-06-30,final,abs-erp-2024-25,Table 1!AE881
209021525,2022,12995,2022-06-30,revised,abs-erp-2024-25,Table 1!AF881
209021525,2023,13394,2023-06-30,revised,abs-erp-2024-25,Table 1!AG881
209021525,2024,13823,2024-06-30,revised,abs-erp-2024-25,Table 1!AH881
209021525,2025,14143,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI881
209021526,2020,14798,2020-06-30,final,abs-erp-2024-25,Table 1!AD882
209021526,2021,14244,2021-06-30,final,abs-erp-2024-25,Table 1!AE882
209021526,2022,14233,2022-06-30,revised,abs-erp-2024-25,Table 1!AF882
209021526,2023,14692,2023-06-30,revised,abs-erp-2024-25,Table 1!AG882
209021526,2024,15104,2024-06-30,revised,abs-erp-2024-25,Table 1!AH882
209021526,2025,15350,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI882
209031209,2020,24113,2020-06-30,final,abs-erp-2024-25,Table 1!AD883
209031209,2021,23707,2021-06-30,final,abs-erp-2024-25,Table 1!AE883
209031209,2022,23513,2022-06-30,revised,abs-erp-2024-25,Table 1!AF883
209031209,2023,23486,2023-06-30,revised,abs-erp-2024-25,Table 1!AG883
209031209,2024,23515,2024-06-30,revised,abs-erp-2024-25,Table 1!AH883
209031209,2025,23669,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI883
209031210,2020,3632,2020-06-30,final,abs-erp-2024-25,Table 1!AD884
209031210,2021,3576,2021-06-30,final,abs-erp-2024-25,Table 1!AE884
209031210,2022,3527,2022-06-30,revised,abs-erp-2024-25,Table 1!AF884
209031210,2023,3512,2023-06-30,revised,abs-erp-2024-25,Table 1!AG884
209031210,2024,3518,2024-06-30,revised,abs-erp-2024-25,Table 1!AH884
209031210,2025,3521,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI884
209031211,2020,4172,2020-06-30,final,abs-erp-2024-25,Table 1!AD885
209031211,2021,4237,2021-06-30,final,abs-erp-2024-25,Table 1!AE885
209031211,2022,4291,2022-06-30,revised,abs-erp-2024-25,Table 1!AF885
209031211,2023,4329,2023-06-30,revised,abs-erp-2024-25,Table 1!AG885
209031211,2024,4369,2024-06-30,revised,abs-erp-2024-25,Table 1!AH885
209031211,2025,4419,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI885
209031212,2020,5236,2020-06-30,final,abs-erp-2024-25,Table 1!AD886
209031212,2021,5121,2021-06-30,final,abs-erp-2024-25,Table 1!AE886
209031212,2022,5146,2022-06-30,revised,abs-erp-2024-25,Table 1!AF886
209031212,2023,5105,2023-06-30,revised,abs-erp-2024-25,Table 1!AG886
209031212,2024,5123,2024-06-30,revised,abs-erp-2024-25,Table 1!AH886
209031212,2025,5130,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI886
209031213,2020,9763,2020-06-30,final,abs-erp-2024-25,Table 1!AD887
209031213,2021,9521,2021-06-30,final,abs-erp-2024-25,Table 1!AE887
209031213,2022,9424,2022-06-30,revised,abs-erp-2024-25,Table 1!AF887
209031213,2023,9554,2023-06-30,revised,abs-erp-2024-25,Table 1!AG887
209031213,2024,9584,2024-06-30,revised,abs-erp-2024-25,Table 1!AH887
209031213,2025,9579,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI887
209031214,2020,6999,2020-06-30,final,abs-erp-2024-25,Table 1!AD888
209031214,2021,6987,2021-06-30,final,abs-erp-2024-25,Table 1!AE888
209031214,2022,6964,2022-06-30,revised,abs-erp-2024-25,Table 1!AF888
209031214,2023,6972,2023-06-30,revised,abs-erp-2024-25,Table 1!AG888
209031214,2024,7017,2024-06-30,revised,abs-erp-2024-25,Table 1!AH888
209031214,2025,7039,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI888
209031215,2020,14579,2020-06-30,final,abs-erp-2024-25,Table 1!AD889
209031215,2021,14538,2021-06-30,final,abs-erp-2024-25,Table 1!AE889
209031215,2022,14424,2022-06-30,revised,abs-erp-2024-25,Table 1!AF889
209031215,2023,14529,2023-06-30,revised,abs-erp-2024-25,Table 1!AG889
209031215,2024,14771,2024-06-30,revised,abs-erp-2024-25,Table 1!AH889
209031215,2025,14859,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI889
209041216,2020,7760,2020-06-30,final,abs-erp-2024-25,Table 1!AD890
209041216,2021,7424,2021-06-30,final,abs-erp-2024-25,Table 1!AE890
209041216,2022,7467,2022-06-30,revised,abs-erp-2024-25,Table 1!AF890
209041216,2023,7749,2023-06-30,revised,abs-erp-2024-25,Table 1!AG890
209041216,2024,7966,2024-06-30,revised,abs-erp-2024-25,Table 1!AH890
209041216,2025,8014,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI890
209041217,2020,6463,2020-06-30,final,abs-erp-2024-25,Table 1!AD891
209041217,2021,6237,2021-06-30,final,abs-erp-2024-25,Table 1!AE891
209041217,2022,6298,2022-06-30,revised,abs-erp-2024-25,Table 1!AF891
209041217,2023,6532,2023-06-30,revised,abs-erp-2024-25,Table 1!AG891
209041217,2024,6721,2024-06-30,revised,abs-erp-2024-25,Table 1!AH891
209041217,2025,6806,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI891
209041220,2020,18274,2020-06-30,final,abs-erp-2024-25,Table 1!AD892
209041220,2021,17640,2021-06-30,final,abs-erp-2024-25,Table 1!AE892
209041220,2022,17302,2022-06-30,revised,abs-erp-2024-25,Table 1!AF892
209041220,2023,17421,2023-06-30,revised,abs-erp-2024-25,Table 1!AG892
209041220,2024,17665,2024-06-30,revised,abs-erp-2024-25,Table 1!AH892
209041220,2025,17610,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI892
209041221,2020,11897,2020-06-30,final,abs-erp-2024-25,Table 1!AD893
209041221,2021,11339,2021-06-30,final,abs-erp-2024-25,Table 1!AE893
209041221,2022,11146,2022-06-30,revised,abs-erp-2024-25,Table 1!AF893
209041221,2023,11265,2023-06-30,revised,abs-erp-2024-25,Table 1!AG893
209041221,2024,11288,2024-06-30,revised,abs-erp-2024-25,Table 1!AH893
209041221,2025,11494,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI893
209041223,2020,21173,2020-06-30,final,abs-erp-2024-25,Table 1!AD894
209041223,2021,20201,2021-06-30,final,abs-erp-2024-25,Table 1!AE894
209041223,2022,19959,2022-06-30,revised,abs-erp-2024-25,Table 1!AF894
209041223,2023,20162,2023-06-30,revised,abs-erp-2024-25,Table 1!AG894
209041223,2024,20484,2024-06-30,revised,abs-erp-2024-25,Table 1!AH894
209041223,2025,20595,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI894
209041224,2020,21543,2020-06-30,final,abs-erp-2024-25,Table 1!AD895
209041224,2021,22953,2021-06-30,final,abs-erp-2024-25,Table 1!AE895
209041224,2022,24646,2022-06-30,revised,abs-erp-2024-25,Table 1!AF895
209041224,2023,26251,2023-06-30,revised,abs-erp-2024-25,Table 1!AG895
209041224,2024,28343,2024-06-30,revised,abs-erp-2024-25,Table 1!AH895
209041224,2025,30342,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI895
209041225,2020,9803,2020-06-30,final,abs-erp-2024-25,Table 1!AD896
209041225,2021,10763,2021-06-30,final,abs-erp-2024-25,Table 1!AE896
209041225,2022,12299,2022-06-30,revised,abs-erp-2024-25,Table 1!AF896
209041225,2023,13975,2023-06-30,revised,abs-erp-2024-25,Table 1!AG896
209041225,2024,15759,2024-06-30,revised,abs-erp-2024-25,Table 1!AH896
209041225,2025,18174,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI896
209041431,2020,13793,2020-06-30,final,abs-erp-2024-25,Table 1!AD897
209041431,2021,13269,2021-06-30,final,abs-erp-2024-25,Table 1!AE897
209041431,2022,13156,2022-06-30,revised,abs-erp-2024-25,Table 1!AF897
209041431,2023,13333,2023-06-30,revised,abs-erp-2024-25,Table 1!AG897
209041431,2024,13453,2024-06-30,revised,abs-erp-2024-25,Table 1!AH897
209041431,2025,13555,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI897
209041432,2020,8655,2020-06-30,final,abs-erp-2024-25,Table 1!AD898
209041432,2021,8279,2021-06-30,final,abs-erp-2024-25,Table 1!AE898
209041432,2022,8068,2022-06-30,revised,abs-erp-2024-25,Table 1!AF898
209041432,2023,8280,2023-06-30,revised,abs-erp-2024-25,Table 1!AG898
209041432,2024,8380,2024-06-30,revised,abs-erp-2024-25,Table 1!AH898
209041432,2025,8322,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI898
209041433,2020,12552,2020-06-30,final,abs-erp-2024-25,Table 1!AD899
209041433,2021,12279,2021-06-30,final,abs-erp-2024-25,Table 1!AE899
209041433,2022,12370,2022-06-30,revised,abs-erp-2024-25,Table 1!AF899
209041433,2023,12663,2023-06-30,revised,abs-erp-2024-25,Table 1!AG899
209041433,2024,12852,2024-06-30,revised,abs-erp-2024-25,Table 1!AH899
209041433,2025,12895,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI899
209041435,2020,12942,2020-06-30,final,abs-erp-2024-25,Table 1!AD900
209041435,2021,12714,2021-06-30,final,abs-erp-2024-25,Table 1!AE900
209041435,2022,12681,2022-06-30,revised,abs-erp-2024-25,Table 1!AF900
209041435,2023,12848,2023-06-30,revised,abs-erp-2024-25,Table 1!AG900
209041435,2024,13029,2024-06-30,revised,abs-erp-2024-25,Table 1!AH900
209041435,2025,13259,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI900
209041436,2020,12856,2020-06-30,final,abs-erp-2024-25,Table 1!AD901
209041436,2021,12513,2021-06-30,final,abs-erp-2024-25,Table 1!AE901
209041436,2022,12389,2022-06-30,revised,abs-erp-2024-25,Table 1!AF901
209041436,2023,12565,2023-06-30,revised,abs-erp-2024-25,Table 1!AG901
209041436,2024,12855,2024-06-30,revised,abs-erp-2024-25,Table 1!AH901
209041436,2025,13054,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI901
209041437,2020,20975,2020-06-30,final,abs-erp-2024-25,Table 1!AD902
209041437,2021,24807,2021-06-30,final,abs-erp-2024-25,Table 1!AE902
209041437,2022,28188,2022-06-30,revised,abs-erp-2024-25,Table 1!AF902
209041437,2023,30686,2023-06-30,revised,abs-erp-2024-25,Table 1!AG902
209041437,2024,33491,2024-06-30,revised,abs-erp-2024-25,Table 1!AH902
209041437,2025,36658,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI902
209041527,2020,16321,2020-06-30,final,abs-erp-2024-25,Table 1!AD903
209041527,2021,16484,2021-06-30,final,abs-erp-2024-25,Table 1!AE903
209041527,2022,16685,2022-06-30,revised,abs-erp-2024-25,Table 1!AF903
209041527,2023,17072,2023-06-30,revised,abs-erp-2024-25,Table 1!AG903
209041527,2024,17176,2024-06-30,revised,abs-erp-2024-25,Table 1!AH903
209041527,2025,17283,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI903
209041528,2020,10137,2020-06-30,final,abs-erp-2024-25,Table 1!AD904
209041528,2021,10595,2021-06-30,final,abs-erp-2024-25,Table 1!AE904
209041528,2022,11089,2022-06-30,revised,abs-erp-2024-25,Table 1!AF904
209041528,2023,11470,2023-06-30,revised,abs-erp-2024-25,Table 1!AG904
209041528,2024,11781,2024-06-30,revised,abs-erp-2024-25,Table 1!AH904
209041528,2025,11947,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI904
209041529,2020,10426,2020-06-30,final,abs-erp-2024-25,Table 1!AD905
209041529,2021,10025,2021-06-30,final,abs-erp-2024-25,Table 1!AE905
209041529,2022,9827,2022-06-30,revised,abs-erp-2024-25,Table 1!AF905
209041529,2023,9943,2023-06-30,revised,abs-erp-2024-25,Table 1!AG905
209041529,2024,10162,2024-06-30,revised,abs-erp-2024-25,Table 1!AH905
209041529,2025,10253,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI905
209041530,2020,13900,2020-06-30,final,abs-erp-2024-25,Table 1!AD906
209041530,2021,13623,2021-06-30,final,abs-erp-2024-25,Table 1!AE906
209041530,2022,13621,2022-06-30,revised,abs-erp-2024-25,Table 1!AF906
209041530,2023,13793,2023-06-30,revised,abs-erp-2024-25,Table 1!AG906
209041530,2024,13889,2024-06-30,revised,abs-erp-2024-25,Table 1!AH906
209041530,2025,13925,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI906
209041531,2020,11473,2020-06-30,final,abs-erp-2024-25,Table 1!AD907
209041531,2021,11553,2021-06-30,final,abs-erp-2024-25,Table 1!AE907
209041531,2022,11643,2022-06-30,revised,abs-erp-2024-25,Table 1!AF907
209041531,2023,11755,2023-06-30,revised,abs-erp-2024-25,Table 1!AG907
209041531,2024,12004,2024-06-30,revised,abs-erp-2024-25,Table 1!AH907
209041531,2025,12061,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI907
209041532,2020,11640,2020-06-30,final,abs-erp-2024-25,Table 1!AD908
209041532,2021,12086,2021-06-30,final,abs-erp-2024-25,Table 1!AE908
209041532,2022,12538,2022-06-30,revised,abs-erp-2024-25,Table 1!AF908
209041532,2023,12994,2023-06-30,revised,abs-erp-2024-25,Table 1!AG908
209041532,2024,13483,2024-06-30,revised,abs-erp-2024-25,Table 1!AH908
209041532,2025,13854,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI908
210011226,2020,8362,2020-06-30,final,abs-erp-2024-25,Table 1!AD909
210011226,2021,8240,2021-06-30,final,abs-erp-2024-25,Table 1!AE909
210011226,2022,8273,2022-06-30,revised,abs-erp-2024-25,Table 1!AF909
210011226,2023,8437,2023-06-30,revised,abs-erp-2024-25,Table 1!AG909
210011226,2024,8612,2024-06-30,revised,abs-erp-2024-25,Table 1!AH909
210011226,2025,8783,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI909
210011227,2020,11,2020-06-30,final,abs-erp-2024-25,Table 1!AD910
210011227,2021,14,2021-06-30,final,abs-erp-2024-25,Table 1!AE910
210011227,2022,14,2022-06-30,revised,abs-erp-2024-25,Table 1!AF910
210011227,2023,14,2023-06-30,revised,abs-erp-2024-25,Table 1!AG910
210011227,2024,14,2024-06-30,revised,abs-erp-2024-25,Table 1!AH910
210011227,2025,14,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI910
210011228,2020,8778,2020-06-30,final,abs-erp-2024-25,Table 1!AD911
210011228,2021,8596,2021-06-30,final,abs-erp-2024-25,Table 1!AE911
210011228,2022,8531,2022-06-30,revised,abs-erp-2024-25,Table 1!AF911
210011228,2023,8548,2023-06-30,revised,abs-erp-2024-25,Table 1!AG911
210011228,2024,8675,2024-06-30,revised,abs-erp-2024-25,Table 1!AH911
210011228,2025,8732,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI911
210011230,2020,7646,2020-06-30,final,abs-erp-2024-25,Table 1!AD912
210011230,2021,7520,2021-06-30,final,abs-erp-2024-25,Table 1!AE912
210011230,2022,7560,2022-06-30,revised,abs-erp-2024-25,Table 1!AF912
210011230,2023,7777,2023-06-30,revised,abs-erp-2024-25,Table 1!AG912
210011230,2024,7898,2024-06-30,revised,abs-erp-2024-25,Table 1!AH912
210011230,2025,8048,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI912
210011231,2020,10277,2020-06-30,final,abs-erp-2024-25,Table 1!AD913
210011231,2021,10107,2021-06-30,final,abs-erp-2024-25,Table 1!AE913
210011231,2022,10167,2022-06-30,revised,abs-erp-2024-25,Table 1!AF913
210011231,2023,10301,2023-06-30,revised,abs-erp-2024-25,Table 1!AG913
210011231,2024,10427,2024-06-30,revised,abs-erp-2024-25,Table 1!AH913
210011231,2025,10536,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI913
210011533,2020,12642,2020-06-30,final,abs-erp-2024-25,Table 1!AD914
210011533,2021,12473,2021-06-30,final,abs-erp-2024-25,Table 1!AE914
210011533,2022,12377,2022-06-30,revised,abs-erp-2024-25,Table 1!AF914
210011533,2023,12556,2023-06-30,revised,abs-erp-2024-25,Table 1!AG914
210011533,2024,12792,2024-06-30,revised,abs-erp-2024-25,Table 1!AH914
210011533,2025,12861,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI914
210011534,2020,15471,2020-06-30,final,abs-erp-2024-25,Table 1!AD915
210011534,2021,15174,2021-06-30,final,abs-erp-2024-25,Table 1!AE915
210011534,2022,15173,2022-06-30,revised,abs-erp-2024-25,Table 1!AF915
210011534,2023,15289,2023-06-30,revised,abs-erp-2024-25,Table 1!AG915
210011534,2024,15463,2024-06-30,revised,abs-erp-2024-25,Table 1!AH915
210011534,2025,15645,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI915
210021232,2020,14245,2020-06-30,final,abs-erp-2024-25,Table 1!AD916
210021232,2021,14340,2021-06-30,final,abs-erp-2024-25,Table 1!AE916
210021232,2022,14446,2022-06-30,revised,abs-erp-2024-25,Table 1!AF916
210021232,2023,14885,2023-06-30,revised,abs-erp-2024-25,Table 1!AG916
210021232,2024,15405,2024-06-30,revised,abs-erp-2024-25,Table 1!AH916
210021232,2025,15959,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI916
210021233,2020,3536,2020-06-30,final,abs-erp-2024-25,Table 1!AD917
210021233,2021,3540,2021-06-30,final,abs-erp-2024-25,Table 1!AE917
210021233,2022,3571,2022-06-30,revised,abs-erp-2024-25,Table 1!AF917
210021233,2023,3570,2023-06-30,revised,abs-erp-2024-25,Table 1!AG917
210021233,2024,3623,2024-06-30,revised,abs-erp-2024-25,Table 1!AH917
210021233,2025,3615,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI917
210021234,2020,4442,2020-06-30,final,abs-erp-2024-25,Table 1!AD918
210021234,2021,4498,2021-06-30,final,abs-erp-2024-25,Table 1!AE918
210021234,2022,4521,2022-06-30,revised,abs-erp-2024-25,Table 1!AF918
210021234,2023,4537,2023-06-30,revised,abs-erp-2024-25,Table 1!AG918
210021234,2024,4520,2024-06-30,revised,abs-erp-2024-25,Table 1!AH918
210021234,2025,4589,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI918
210021235,2020,10612,2020-06-30,final,abs-erp-2024-25,Table 1!AD919
210021235,2021,10835,2021-06-30,final,abs-erp-2024-25,Table 1!AE919
210021235,2022,11079,2022-06-30,revised,abs-erp-2024-25,Table 1!AF919
210021235,2023,11247,2023-06-30,revised,abs-erp-2024-25,Table 1!AG919
210021235,2024,11463,2024-06-30,revised,abs-erp-2024-25,Table 1!AH919
210021235,2025,11567,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI919
210031236,2020,8775,2020-06-30,final,abs-erp-2024-25,Table 1!AD920
210031236,2021,8513,2021-06-30,final,abs-erp-2024-25,Table 1!AE920
210031236,2022,8581,2022-06-30,revised,abs-erp-2024-25,Table 1!AF920
210031236,2023,8788,2023-06-30,revised,abs-erp-2024-25,Table 1!AG920
210031236,2024,8882,2024-06-30,revised,abs-erp-2024-25,Table 1!AH920
210031236,2025,8932,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI920
210031237,2020,14781,2020-06-30,final,abs-erp-2024-25,Table 1!AD921
210031237,2021,14184,2021-06-30,final,abs-erp-2024-25,Table 1!AE921
210031237,2022,14160,2022-06-30,revised,abs-erp-2024-25,Table 1!AF921
210031237,2023,14667,2023-06-30,revised,abs-erp-2024-25,Table 1!AG921
210031237,2024,14900,2024-06-30,revised,abs-erp-2024-25,Table 1!AH921
210031237,2025,15096,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI921
210031439,2020,3156,2020-06-30,final,abs-erp-2024-25,Table 1!AD922
210031439,2021,3141,2021-06-30,final,abs-erp-2024-25,Table 1!AE922
210031439,2022,3123,2022-06-30,revised,abs-erp-2024-25,Table 1!AF922
210031439,2023,3174,2023-06-30,revised,abs-erp-2024-25,Table 1!AG922
210031439,2024,3173,2024-06-30,revised,abs-erp-2024-25,Table 1!AH922
210031439,2025,3215,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI922
210031440,2020,6394,2020-06-30,final,abs-erp-2024-25,Table 1!AD923
210031440,2021,6298,2021-06-30,final,abs-erp-2024-25,Table 1!AE923
210031440,2022,6364,2022-06-30,revised,abs-erp-2024-25,Table 1!AF923
210031440,2023,6502,2023-06-30,revised,abs-erp-2024-25,Table 1!AG923
210031440,2024,6625,2024-06-30,revised,abs-erp-2024-25,Table 1!AH923
210031440,2025,6650,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI923
210031535,2020,15565,2020-06-30,final,abs-erp-2024-25,Table 1!AD924
210031535,2021,14980,2021-06-30,final,abs-erp-2024-25,Table 1!AE924
210031535,2022,14830,2022-06-30,revised,abs-erp-2024-25,Table 1!AF924
210031535,2023,15381,2023-06-30,revised,abs-erp-2024-25,Table 1!AG924
210031535,2024,15671,2024-06-30,revised,abs-erp-2024-25,Table 1!AH924
210031535,2025,15762,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI924
210031536,2020,9246,2020-06-30,final,abs-erp-2024-25,Table 1!AD925
210031536,2021,8976,2021-06-30,final,abs-erp-2024-25,Table 1!AE925
210031536,2022,8985,2022-06-30,revised,abs-erp-2024-25,Table 1!AF925
210031536,2023,9311,2023-06-30,revised,abs-erp-2024-25,Table 1!AG925
210031536,2024,9518,2024-06-30,revised,abs-erp-2024-25,Table 1!AH925
210031536,2025,9563,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI925
210031537,2020,8153,2020-06-30,final,abs-erp-2024-25,Table 1!AD926
210031537,2021,7978,2021-06-30,final,abs-erp-2024-25,Table 1!AE926
210031537,2022,8081,2022-06-30,revised,abs-erp-2024-25,Table 1!AF926
210031537,2023,8257,2023-06-30,revised,abs-erp-2024-25,Table 1!AG926
210031537,2024,8450,2024-06-30,revised,abs-erp-2024-25,Table 1!AH926
210031537,2025,8559,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI926
210031538,2020,17951,2020-06-30,final,abs-erp-2024-25,Table 1!AD927
210031538,2021,17402,2021-06-30,final,abs-erp-2024-25,Table 1!AE927
210031538,2022,17425,2022-06-30,revised,abs-erp-2024-25,Table 1!AF927
210031538,2023,17876,2023-06-30,revised,abs-erp-2024-25,Table 1!AG927
210031538,2024,18356,2024-06-30,revised,abs-erp-2024-25,Table 1!AH927
210031538,2025,18674,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI927
210041240,2020,13858,2020-06-30,final,abs-erp-2024-25,Table 1!AD928
210041240,2021,13788,2021-06-30,final,abs-erp-2024-25,Table 1!AE928
210041240,2022,13820,2022-06-30,revised,abs-erp-2024-25,Table 1!AF928
210041240,2023,14197,2023-06-30,revised,abs-erp-2024-25,Table 1!AG928
210041240,2024,14758,2024-06-30,revised,abs-erp-2024-25,Table 1!AH928
210041240,2025,15364,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI928
210041539,2020,4651,2020-06-30,final,abs-erp-2024-25,Table 1!AD929
210041539,2021,5302,2021-06-30,final,abs-erp-2024-25,Table 1!AE929
210041539,2022,5829,2022-06-30,revised,abs-erp-2024-25,Table 1!AF929
210041539,2023,6425,2023-06-30,revised,abs-erp-2024-25,Table 1!AG929
210041539,2024,6946,2024-06-30,revised,abs-erp-2024-25,Table 1!AH929
210041539,2025,7434,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI929
210041540,2020,15046,2020-06-30,final,abs-erp-2024-25,Table 1!AD930
210041540,2021,15103,2021-06-30,final,abs-erp-2024-25,Table 1!AE930
210041540,2022,15464,2022-06-30,revised,abs-erp-2024-25,Table 1!AF930
210041540,2023,16011,2023-06-30,revised,abs-erp-2024-25,Table 1!AG930
210041540,2024,16773,2024-06-30,revised,abs-erp-2024-25,Table 1!AH930
210041540,2025,17683,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI930
210041541,2020,11547,2020-06-30,final,abs-erp-2024-25,Table 1!AD931
210041541,2021,11271,2021-06-30,final,abs-erp-2024-25,Table 1!AE931
210041541,2022,11131,2022-06-30,revised,abs-erp-2024-25,Table 1!AF931
210041541,2023,11355,2023-06-30,revised,abs-erp-2024-25,Table 1!AG931
210041541,2024,11368,2024-06-30,revised,abs-erp-2024-25,Table 1!AH931
210041541,2025,11497,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI931
210051242,2020,14747,2020-06-30,final,abs-erp-2024-25,Table 1!AD932
210051242,2021,14063,2021-06-30,final,abs-erp-2024-25,Table 1!AE932
210051242,2022,13921,2022-06-30,revised,abs-erp-2024-25,Table 1!AF932
210051242,2023,14313,2023-06-30,revised,abs-erp-2024-25,Table 1!AG932
210051242,2024,14734,2024-06-30,revised,abs-erp-2024-25,Table 1!AH932
210051242,2025,14972,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI932
210051243,2020,16885,2020-06-30,final,abs-erp-2024-25,Table 1!AD933
210051243,2021,16245,2021-06-30,final,abs-erp-2024-25,Table 1!AE933
210051243,2022,15858,2022-06-30,revised,abs-erp-2024-25,Table 1!AF933
210051243,2023,16188,2023-06-30,revised,abs-erp-2024-25,Table 1!AG933
210051243,2024,16389,2024-06-30,revised,abs-erp-2024-25,Table 1!AH933
210051243,2025,16386,2025-06-30,preliminary,abs-erp-2024-25,Table 1!AI933
