sa2_code,name,boundary_year,gccsa_code,official_area_sq_km,calculated_area_m2,area_crs,is_comparable,eligibility_note,source_id
209041528,Doreen - South,2021,2GMEL,5.0223,5021685.579237294,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
209041529,Lalor - East,2021,2GMEL,3.3232,3322976.0288028726,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
209041530,Lalor - West,2021,2GMEL,8.7363,8736656.339012695,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
209041531,Mernda - North,2021,2GMEL,15.1961,15194393.236561406,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
209041532,Mernda - South,2021,2GMEL,8.6268,8626219.037421564,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210011226,Airport West,2021,2GMEL,3.7194,3720000.1603458016,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210011227,Essendon Airport,2021,2GMEL,3.3549,3355066.5942491945,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210011228,Keilor,2021,2GMEL,17.512,17513864.713791627,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210011230,Niddrie - Essendon West,2021,2GMEL,2.8027,2803158.859227845,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210011231,Strathmore,2021,2GMEL,4.1444,4144892.6911443905,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210011533,Avondale Heights,2021,2GMEL,5.4087,5408878.296055322,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210011534,Keilor East,2021,2GMEL,5.4828,5483820.138281094,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210021232,Gisborne,2021,2GMEL,211.057,211131505.33750132,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210021233,Macedon,2021,2GMEL,72.9902,73014883.97107753,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210021234,Riddells Creek,2021,2GMEL,83.3503,83370188.36358887,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210021235,Romsey,2021,2GMEL,624.7097,624814333.4874488,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210031236,Coburg North,2021,2GMEL,4.8779,4878153.304910326,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210031237,Fawkner,2021,2GMEL,5.0848,5084872.669514974,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210031439,Gowanbrae,2021,2GMEL,1.5225,1522773.1493211421,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210031440,Hadfield,2021,2GMEL,3.0502,3050365.389767584,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210031535,Glenroy - East,2021,2GMEL,6.2473,6247702.403900054,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210031536,Glenroy - West,2021,2GMEL,2.6109,2611095.7299408787,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210031537,Oak Park,2021,2GMEL,2.3533,2353830.8605503095,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210031538,Pascoe Vale,2021,2GMEL,4.631,4630118.611682812,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210041240,Sunbury,2021,2GMEL,129.5487,129569148.82732762,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210041539,Diggers Rest,2021,2GMEL,51.8922,51904065.29361066,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210041540,Sunbury - South,2021,2GMEL,41.4496,41457245.89878654,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210041541,Sunbury - West,2021,2GMEL,37.7941,37803114.09500551,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051242,Broadmeadows,2021,2GMEL,8.8268,8826804.96406874,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051243,Campbellfield - Coolaroo,2021,2GMEL,18.1867,18186770.268558096,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051245,Gladstone Park - Westmeadows,2021,2GMEL,13.936,13937720.092398599,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051246,Greenvale - Bulla,2021,2GMEL,95.906,95915621.42270541,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051247,Meadow Heights,2021,2GMEL,4.6252,4625431.802630498,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051248,Melbourne Airport,2021,2GMEL,30.3848,30387801.75659102,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051250,Tullamarine,2021,2GMEL,3.8595,3859821.398602174,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051441,Craigieburn - Central,2021,2GMEL,3.9685,3968562.485328337,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051442,Craigieburn - North,2021,2GMEL,13.3514,13351986.745955193,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051443,Craigieburn - South,2021,2GMEL,11.9142,11914524.854686527,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051445,Mickleham - Yuroke,2021,2GMEL,70.8359,70839340.33547084,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051542,Craigieburn - North West,2021,2GMEL,1.9198,1919668.6963246572,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051543,Craigieburn - West,2021,2GMEL,4.089,4089633.5879550665,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051544,Roxburgh Park (South) - Somerton,2021,2GMEL,8.8762,8876257.394236533,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
210051545,Roxburgh Park - North,2021,2GMEL,3.4138,3414268.7614240255,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211011251,Bayswater,2021,2GMEL,8.0437,8041862.153451531,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211011254,Knoxfield - Scoresby,2021,2GMEL,15.2651,15262104.990297183,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211011255,Lysterfield,2021,2GMEL,18.494,18489246.896974597,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211011256,Rowville - Central,2021,2GMEL,8.2003,8198601.271614133,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211011257,Rowville - North,2021,2GMEL,4.1688,4167579.6305844155,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211011258,Rowville - South,2021,2GMEL,9.3532,9351500.686197862,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211011259,Wantirna,2021,2GMEL,8.3064,8304688.523318087,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211011260,Wantirna South,2021,2GMEL,13.3559,13353313.851667484,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211011446,Boronia,2021,2GMEL,11.2631,11260795.394918421,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211011447,Ferntree Gully - North,2021,2GMEL,6.9851,6983567.774144074,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211011448,Ferntree Gully (South) - Upper Ferntree Gully,2021,2GMEL,9.1499,9148040.80622617,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211011449,The Basin,2021,2GMEL,5.7163,5714603.488166237,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211021261,Donvale - Park Orchards,2021,2GMEL,20.8028,20798856.760576025,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211021262,Warrandyte - Wonga Park,2021,2GMEL,45.7591,45749743.06997809,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211031263,Bayswater North,2021,2GMEL,9.909,9906917.335194785,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211031265,Croydon Hills - Warranwood,2021,2GMEL,9.492,9489999.53603233,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211031266,Ringwood,2021,2GMEL,9.9105,9908942.420793246,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211031267,Ringwood East,2021,2GMEL,9.3929,9390989.574092183,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211031268,Ringwood North,2021,2GMEL,4.7307,4729944.801691337,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211031450,Croydon - East,2021,2GMEL,8.0982,8096487.344050592,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211031451,Croydon - West,2021,2GMEL,6.7979,6796536.499701735,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211031452,Croydon South,2021,2GMEL,2.856,2855215.328699706,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211041269,Forest Hill,2021,2GMEL,4.0702,4069874.235308179,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211041270,Mitcham (Vic.),2021,2GMEL,6.6271,6625853.0202834755,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211041271,Nunawading,2021,2GMEL,5.0785,5077369.686351434,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211041272,Vermont,2021,2GMEL,4.6098,4608632.237059253,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211041273,Vermont South,2021,2GMEL,6.184,6182917.706101034,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211051274,Belgrave - Selby,2021,2GMEL,55.652,55635750.23177518,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211051275,Chirnside Park,2021,2GMEL,22.2024,22196963.389579233,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211051276,Healesville - Yarra Glen,2021,2GMEL,369.5236,369389871.4112492,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211051277,Kilsyth,2021,2GMEL,8.2426,8240125.443670158,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211051278,Lilydale - Coldstream,2021,2GMEL,109.3817,109348464.77770314,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211051279,Monbulk - Silvan,2021,2GMEL,68.5553,68531621.48514622,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211051280,Montrose,2021,2GMEL,10.5431,10540295.638982551,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211051281,Mooroolbark,2021,2GMEL,12.5434,12540577.964104895,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211051282,Mount Dandenong - Olinda,2021,2GMEL,81.8993,81875354.32504663,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211051283,Mount Evelyn,2021,2GMEL,16.9894,16984598.526512053,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211051284,Upwey - Tecoma,2021,2GMEL,8.8907,8888818.171763346,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211051285,Wandin - Seville,2021,2GMEL,111.7555,111716524.19325787,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
211051286,Yarra Valley,2021,2GMEL,729.7582,729416424.2360982,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212011289,Emerald - Cockatoo,2021,2GMEL,371.6241,371473321.7634766,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212011546,Beaconsfield - Officer,2021,2GMEL,33.2503,33240512.452327333,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212011547,Bunyip - Garfield,2021,2GMEL,365.9627,365796819.02159405,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212011548,Koo Wee Rup,2021,2GMEL,414.663,414496052.8254729,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212011549,Pakenham - North East,2021,2GMEL,18.929,18921723.835684564,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212011550,Pakenham - North West,2021,2GMEL,24.6776,24669135.952071026,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212011551,Pakenham - South East,2021,2GMEL,30.9414,30929071.899177656,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212011552,Pakenham - South West,2021,2GMEL,22.2782,22270203.382404696,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212021293,Berwick - North,2021,2GMEL,19.748,19742013.89935242,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212021295,Doveton,2021,2GMEL,5.1935,5192127.2514665425,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212021297,Hallam,2021,2GMEL,8.0565,8054544.526365474,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212021299,Narre Warren North,2021,2GMEL,34.4086,34399266.458361425,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212021453,Endeavour Hills - North,2021,2GMEL,14.4746,14471221.250897102,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212021454,Endeavour Hills - South,2021,2GMEL,5.5873,5586362.366270293,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212021455,Narre Warren - North East,2021,2GMEL,4.874,4872825.981389505,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212021456,Narre Warren - South West,2021,2GMEL,9.3054,9303106.641506337,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212021553,Berwick - South East,2021,2GMEL,9.8836,9881007.039636366,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212021554,Berwick - South West,2021,2GMEL,4.9713,4970234.444099293,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031300,Cranbourne,2021,2GMEL,13.027,13023697.398300303,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031303,Cranbourne South,2021,2GMEL,81.662,81641107.48166172,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031304,Cranbourne West,2021,2GMEL,12.898,12895460.174072431,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031306,Lynbrook - Lyndhurst,2021,2GMEL,7.3583,7356633.171504898,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031308,Pearcedale - Tooradin,2021,2GMEL,98.5112,98485395.43066853,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031457,Narre Warren South - East,2021,2GMEL,6.2204,6218866.661218055,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031458,Narre Warren South - West,2021,2GMEL,6.7771,6775130.998001967,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031555,Clyde North - North,2021,2GMEL,6.8833,6881370.043268766,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031556,Clyde North - South,2021,2GMEL,19.6543,19648386.00077177,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031557,Cranbourne East - North,2021,2GMEL,11.0254,11022668.814463556,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031558,Cranbourne East - South,2021,2GMEL,5.3272,5325931.880879202,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031559,Cranbourne North - East,2021,2GMEL,5.4545,5453390.445221567,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031560,Cranbourne North - West,2021,2GMEL,4.7849,4783872.223280327,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031561,Hampton Park - East,2021,2GMEL,8.2189,8217005.334827474,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212031562,Hampton Park - West,2021,2GMEL,5.1234,5122393.363632041,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212041309,Clarinda - Oakleigh South,2021,2GMEL,6.3227,6322034.527187906,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212041310,Clayton South,2021,2GMEL,7.938,7937506.5910541555,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212041312,Dandenong North,2021,2GMEL,9.459,9456414.846497035,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212041313,Dingley Village,2021,2GMEL,7.2437,7242515.485504768,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212041316,Noble Park North,2021,2GMEL,3.7574,3757144.679628116,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212041317,Springvale,2021,2GMEL,11.1052,11104062.178506278,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212041318,Springvale South,2021,2GMEL,4.56,4559131.652132633,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212041459,Noble Park - East,2021,2GMEL,3.7671,3767025.8586455216,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212041460,Noble Park - West,2021,2GMEL,4.7946,4792975.1873054765,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212041563,Dandenong - North,2021,2GMEL,8.041,8039762.892151254,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212041564,Dandenong - South,2021,2GMEL,53.7832,53773201.856598176,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212041565,Keysborough - North,2021,2GMEL,6.6053,6603806.914921744,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212041566,Keysborough - South,2021,2GMEL,23.6738,23671042.1403963,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212051319,Ashwood - Chadstone,2021,2GMEL,6.7088,6708074.779365226,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212051321,Glen Waverley - East,2021,2GMEL,9.1645,9162407.412959445,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212051322,Glen Waverley - West,2021,2GMEL,7.6758,7674462.007852851,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212051323,Mount Waverley - North,2021,2GMEL,6.484,6483022.335140424,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212051324,Mount Waverley - South,2021,2GMEL,8.7006,8699887.494946865,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212051325,Mulgrave,2021,2GMEL,10.7189,10716830.107818706,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212051326,Oakleigh - Huntingdale,2021,2GMEL,10.1702,10168978.648373974,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212051327,Wheelers Hill,2021,2GMEL,10.4394,10437007.041966898,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212051567,Clayton (North) - Notting Hill,2021,2GMEL,5.2293,5228754.452727938,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
212051568,Clayton - Central,2021,2GMEL,4.1819,4181183.760136116,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213011328,Ardeer - Albion,2021,2GMEL,4.5883,4588826.328743671,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213011329,Cairnlea,2021,2GMEL,4.4061,4406408.3875599755,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213011331,Delahey,2021,2GMEL,3.5055,3506016.210550076,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213011332,Keilor Downs,2021,2GMEL,7.6597,7660695.621441732,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213011333,Kings Park (Vic.),2021,2GMEL,4.4323,4432641.593629854,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213011334,St Albans - North,2021,2GMEL,6.5225,6523076.4812427275,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213011335,St Albans - South,2021,2GMEL,6.2647,6265971.11803749,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213011336,Sunshine,2021,2GMEL,4.732,4732315.184077983,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
