sa2_code,name,boundary_year,gccsa_code,official_area_sq_km,calculated_area_m2,area_crs,is_comparable,eligibility_note,source_id
213011337,Sunshine North,2021,2GMEL,8.0239,8023690.3653401295,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213011338,Sunshine West,2021,2GMEL,12.9688,12970421.138334455,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213011339,Sydenham,2021,2GMEL,3.9479,3948924.1666261167,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213011340,Taylors Lakes,2021,2GMEL,18.4632,18465492.494071234,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213011569,Deer Park,2021,2GMEL,8.0769,8077725.935265062,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213011570,Derrimut,2021,2GMEL,13.2579,13259618.43317424,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213021341,Altona,2021,2GMEL,17.6826,17684794.42652539,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213021342,Altona Meadows,2021,2GMEL,10.5419,10543500.001366876,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213021343,Altona North,2021,2GMEL,16.1844,16185856.319204617,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213021344,Newport,2021,2GMEL,8.8407,8840551.021927781,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213021345,Seabrook,2021,2GMEL,1.6199,1620150.0770981975,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213021346,Williamstown,2021,2GMEL,7.3463,7347310.7440506825,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213031347,Braybrook,2021,2GMEL,7.4843,7485450.562735516,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213031348,Footscray,2021,2GMEL,4.9671,4967394.437054503,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213031349,Maribyrnong,2021,2GMEL,5.4934,5493483.703272544,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213031350,Seddon - Kingsville,2021,2GMEL,1.6803,1680157.9926825291,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213031351,West Footscray - Tottenham,2021,2GMEL,5.9807,5981449.977021078,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213031352,Yarraville,2021,2GMEL,5.62,5620757.364758102,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041353,Bacchus Marsh,2021,2GMEL,196.2983,196385569.86960134,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041358,Melton West,2021,2GMEL,24.2021,24210816.92712684,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041359,Rockbank - Mount Cottrell,2021,2GMEL,125.7609,125791166.58341536,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041360,Taylors Hill,2021,2GMEL,5.9679,5968460.554672035,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041461,Burnside,2021,2GMEL,2.552,2552522.0304505527,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041462,Burnside Heights,2021,2GMEL,1.9954,1995428.4303387408,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041463,Caroline Springs,2021,2GMEL,6.9526,6953295.985445503,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041571,Brookfield,2021,2GMEL,10.6929,10696855.112335242,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041572,Cobblebank - Strathtulloh,2021,2GMEL,19.7593,19765235.704986326,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041573,Eynesbury - Exford,2021,2GMEL,69.4885,69514386.66108444,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041574,Fraser Rise - Plumpton,2021,2GMEL,58.7312,58744610.45831718,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041575,Hillside,2021,2GMEL,7.8166,7818009.347694176,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041576,Kurunjang - Toolern Vale,2021,2GMEL,120.8438,120881565.03128147,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041577,Melton,2021,2GMEL,9.8614,9864509.210315987,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213041578,Melton South - Weir Views,2021,2GMEL,11.0206,11024464.10683816,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051361,Hoppers Crossing - North,2021,2GMEL,10.9136,10915489.95541416,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051362,Hoppers Crossing - South,2021,2GMEL,7.0114,7012411.291086383,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051363,Laverton,2021,2GMEL,22.2451,22247857.523458567,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051368,Werribee - South,2021,2GMEL,114.0332,114061568.75474545,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051464,Point Cook - East,2021,2GMEL,19.0354,19038876.077667378,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051466,Point Cook - South,2021,2GMEL,9.4219,9423764.503272457,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051467,Werribee - East,2021,2GMEL,7.7569,7758550.952581476,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051468,Werribee - West,2021,2GMEL,127.6631,127706792.79712063,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051579,Manor Lakes - Quandong,2021,2GMEL,72.0339,72061457.11977044,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051580,Point Cook - North East,2021,2GMEL,5.5527,5553754.333189792,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051581,Point Cook - North West,2021,2GMEL,2.938,2938320.8068420514,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051582,Tarneit (West) - Mount Cottrell,2021,2GMEL,36.7062,36716040.969700664,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051583,Tarneit - Central,2021,2GMEL,7.9607,7962262.636681405,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051584,Tarneit - North,2021,2GMEL,14.3452,14348846.52801175,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051585,Tarneit - South,2021,2GMEL,3.1301,3131081.569716801,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051586,Truganina - North,2021,2GMEL,17.5191,17522625.93532779,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051587,Truganina - South East,2021,2GMEL,4.2675,4268579.814583367,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051588,Truganina - South West,2021,2GMEL,5.3778,5378279.992549598,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051589,Wyndham Vale - North,2021,2GMEL,51.2497,51266693.954419345,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
213051590,Wyndham Vale - South,2021,2GMEL,4.9575,4958582.026600572,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214011370,Carrum Downs,2021,2GMEL,20.308,20304377.744867586,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214011371,Frankston,2021,2GMEL,11.6244,11623324.516726205,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214011372,Frankston North,2021,2GMEL,13.2382,13236428.300387546,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214011373,Frankston South,2021,2GMEL,14.5603,14558506.377721045,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214011374,Langwarrin,2021,2GMEL,37.6199,37612740.48261166,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214011375,Seaford (Vic.),2021,2GMEL,12.4321,12429921.13927914,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214011376,Skye - Sandhurst,2021,2GMEL,19.8152,19811442.200921636,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214021377,Dromana,2021,2GMEL,45.0575,45055849.64248765,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214021378,Flinders,2021,2GMEL,287.3793,287365393.9417798,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214021379,Hastings - Somers,2021,2GMEL,108.8841,108866920.37225933,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214021381,Mount Eliza,2021,2GMEL,23.2077,23205769.817743734,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214021382,Mount Martha,2021,2GMEL,30.2094,30207786.888713147,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214021383,Point Nepean,2021,2GMEL,67.1876,67193972.17514583,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214021384,Rosebud - McCrae,2021,2GMEL,23.7957,23795705.43288063,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214021385,Somerville,2021,2GMEL,117.354,117335417.57596211,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214021591,Mornington - East,2021,2GMEL,14.6884,14687577.723222086,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
214021592,Mornington - West,2021,2GMEL,6.4044,6403891.050654103,EPSG:7855,1,Spatial Greater Melbourne SA2 with positive 2025 ERP; individual indicators may be unavailable.,abs-sa2-2021
