sa2_code,indicator_key,component_key,value,unit,reference_period,source_id
207021156,transport_access,valid_intersection_area,6670411.905845855,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207021156,transport_access,sa2_area,6670411.905845785,m2,Boundary 2021,abs-sa2-2021
207021156,green_space_per_resident,eligible_open_space_area,1400003.5523537945,m2,Observation date unverified,vpa-open-space-snapshot
207021156,green_space_per_resident,population_denominator,11810,persons,2025-06-30,abs-erp-2024-25
207021157,population_growth,population_start,25118,persons,2020-06-30,abs-erp-2024-25
207021157,population_growth,population_end,28353,persons,2025-06-30,abs-erp-2024-25
207021157,transport_access,weighted_index_area_sum,82307063.10496852,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207021157,transport_access,valid_intersection_area,8773244.51766798,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207021157,transport_access,sa2_area,8773244.517668,m2,Boundary 2021,abs-sa2-2021
207021157,green_space_per_resident,eligible_open_space_area,943318.6322243116,m2,Observation date unverified,vpa-open-space-snapshot
207021157,green_space_per_resident,population_denominator,28353,persons,2025-06-30,abs-erp-2024-25
207021159,population_growth,population_start,17548,persons,2020-06-30,abs-erp-2024-25
207021159,population_growth,population_end,17442,persons,2025-06-30,abs-erp-2024-25
207021159,transport_access,weighted_index_area_sum,72313329.63310643,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207021159,transport_access,valid_intersection_area,16114902.61983413,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207021159,transport_access,sa2_area,16114902.619834172,m2,Boundary 2021,abs-sa2-2021
207021159,green_space_per_resident,eligible_open_space_area,5432994.208180471,m2,Observation date unverified,vpa-open-space-snapshot
207021159,green_space_per_resident,population_denominator,17442,persons,2025-06-30,abs-erp-2024-25
207021160,population_growth,population_start,14581,persons,2020-06-30,abs-erp-2024-25
207021160,population_growth,population_end,14695,persons,2025-06-30,abs-erp-2024-25
207021160,transport_access,weighted_index_area_sum,46733744.03945443,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207021160,transport_access,valid_intersection_area,5937488.674628727,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207021160,transport_access,sa2_area,5937488.674628687,m2,Boundary 2021,abs-sa2-2021
207021160,green_space_per_resident,eligible_open_space_area,910441.5189354914,m2,Observation date unverified,vpa-open-space-snapshot
207021160,green_space_per_resident,population_denominator,14695,persons,2025-06-30,abs-erp-2024-25
207021424,population_growth,population_start,16144,persons,2020-06-30,abs-erp-2024-25
207021424,population_growth,population_end,16642,persons,2025-06-30,abs-erp-2024-25
207021424,transport_access,weighted_index_area_sum,46960700.52878933,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207021424,transport_access,valid_intersection_area,6402257.944830469,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207021424,transport_access,sa2_area,6402257.944830492,m2,Boundary 2021,abs-sa2-2021
207021424,green_space_per_resident,eligible_open_space_area,677020.0495460674,m2,Observation date unverified,vpa-open-space-snapshot
207021424,green_space_per_resident,population_denominator,16642,persons,2025-06-30,abs-erp-2024-25
207021425,population_growth,population_start,15942,persons,2020-06-30,abs-erp-2024-25
207021425,population_growth,population_end,16983,persons,2025-06-30,abs-erp-2024-25
207021425,transport_access,weighted_index_area_sum,49903071.93530197,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207021425,transport_access,valid_intersection_area,4767989.962844482,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207021425,transport_access,sa2_area,4767989.962844413,m2,Boundary 2021,abs-sa2-2021
207021425,green_space_per_resident,eligible_open_space_area,266596.6209571999,m2,Observation date unverified,vpa-open-space-snapshot
207021425,green_space_per_resident,population_denominator,16983,persons,2025-06-30,abs-erp-2024-25
207031161,population_growth,population_start,23032,persons,2020-06-30,abs-erp-2024-25
207031161,population_growth,population_end,23732,persons,2025-06-30,abs-erp-2024-25
207031161,transport_access,weighted_index_area_sum,113975801.36974236,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031161,transport_access,valid_intersection_area,8605918.863558117,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031161,transport_access,sa2_area,8605918.863558155,m2,Boundary 2021,abs-sa2-2021
207031161,green_space_per_resident,eligible_open_space_area,949357.0136360738,m2,Observation date unverified,vpa-open-space-snapshot
207031161,green_space_per_resident,population_denominator,23732,persons,2025-06-30,abs-erp-2024-25
207031162,population_growth,population_start,11342,persons,2020-06-30,abs-erp-2024-25
207031162,population_growth,population_end,11072,persons,2025-06-30,abs-erp-2024-25
207031162,transport_access,weighted_index_area_sum,28349308.260502037,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031162,transport_access,valid_intersection_area,3596190.1913426802,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031162,transport_access,sa2_area,3596190.1913425755,m2,Boundary 2021,abs-sa2-2021
207031162,green_space_per_resident,eligible_open_space_area,322676.3621956277,m2,Observation date unverified,vpa-open-space-snapshot
207031162,green_space_per_resident,population_denominator,11072,persons,2025-06-30,abs-erp-2024-25
207031163,population_growth,population_start,24118,persons,2020-06-30,abs-erp-2024-25
207031163,population_growth,population_end,27206,persons,2025-06-30,abs-erp-2024-25
207031163,transport_access,weighted_index_area_sum,121577776.06839432,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031163,transport_access,valid_intersection_area,7011467.635906242,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031163,transport_access,sa2_area,7011467.635906093,m2,Boundary 2021,abs-sa2-2021
207031163,green_space_per_resident,eligible_open_space_area,583117.8647251654,m2,Observation date unverified,vpa-open-space-snapshot
207031163,green_space_per_resident,population_denominator,27206,persons,2025-06-30,abs-erp-2024-25
207031164,population_growth,population_start,18903,persons,2020-06-30,abs-erp-2024-25
207031164,population_growth,population_end,19760,persons,2025-06-30,abs-erp-2024-25
207031164,transport_access,weighted_index_area_sum,73888126.50120212,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031164,transport_access,valid_intersection_area,6207573.866143402,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031164,transport_access,sa2_area,6207573.86614349,m2,Boundary 2021,abs-sa2-2021
207031164,green_space_per_resident,eligible_open_space_area,612637.0920432985,m2,Observation date unverified,vpa-open-space-snapshot
207031164,green_space_per_resident,population_denominator,19760,persons,2025-06-30,abs-erp-2024-25
207031165,population_growth,population_start,13468,persons,2020-06-30,abs-erp-2024-25
207031165,population_growth,population_end,15480,persons,2025-06-30,abs-erp-2024-25
207031165,transport_access,weighted_index_area_sum,59042077.12600496,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031165,transport_access,valid_intersection_area,5038577.855604879,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031165,transport_access,sa2_area,5038577.855604747,m2,Boundary 2021,abs-sa2-2021
207031165,green_space_per_resident,eligible_open_space_area,709672.6574857825,m2,Observation date unverified,vpa-open-space-snapshot
207031165,green_space_per_resident,population_denominator,15480,persons,2025-06-30,abs-erp-2024-25
207031166,population_growth,population_start,11053,persons,2020-06-30,abs-erp-2024-25
207031166,population_growth,population_end,12460,persons,2025-06-30,abs-erp-2024-25
207031166,transport_access,weighted_index_area_sum,46098128.65767129,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031166,transport_access,valid_intersection_area,4261720.373150738,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031166,transport_access,sa2_area,4261720.373150725,m2,Boundary 2021,abs-sa2-2021
207031166,green_space_per_resident,eligible_open_space_area,349843.0960985788,m2,Observation date unverified,vpa-open-space-snapshot
207031166,green_space_per_resident,population_denominator,12460,persons,2025-06-30,abs-erp-2024-25
207031167,population_growth,population_start,10666,persons,2020-06-30,abs-erp-2024-25
207031167,population_growth,population_end,10776,persons,2025-06-30,abs-erp-2024-25
207031167,transport_access,weighted_index_area_sum,35881944.49392651,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031167,transport_access,valid_intersection_area,3327567.6328410623,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
207031167,transport_access,sa2_area,3327567.6328410874,m2,Boundary 2021,abs-sa2-2021
207031167,green_space_per_resident,eligible_open_space_area,61842.83440817543,m2,Observation date unverified,vpa-open-space-snapshot
207031167,green_space_per_resident,population_denominator,10776,persons,2025-06-30,abs-erp-2024-25
208011168,population_growth,population_start,14362,persons,2020-06-30,abs-erp-2024-25
208011168,population_growth,population_end,14486,persons,2025-06-30,abs-erp-2024-25
208011168,transport_access,weighted_index_area_sum,40155636.203467526,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208011168,transport_access,valid_intersection_area,5966798.382981484,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208011168,transport_access,sa2_area,5967589.649324388,m2,Boundary 2021,abs-sa2-2021
208011168,green_space_per_resident,eligible_open_space_area,446268.5156140516,m2,Observation date unverified,vpa-open-space-snapshot
208011168,green_space_per_resident,population_denominator,14486,persons,2025-06-30,abs-erp-2024-25
208011169,population_growth,population_start,24136,persons,2020-06-30,abs-erp-2024-25
208011169,population_growth,population_end,24340,persons,2025-06-30,abs-erp-2024-25
208011169,transport_access,weighted_index_area_sum,112245082.24347186,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208011169,transport_access,valid_intersection_area,8199969.425848048,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208011169,transport_access,sa2_area,8200203.057314385,m2,Boundary 2021,abs-sa2-2021
208011169,green_space_per_resident,eligible_open_space_area,636440.740956547,m2,Observation date unverified,vpa-open-space-snapshot
208011169,green_space_per_resident,population_denominator,24340,persons,2025-06-30,abs-erp-2024-25
208011170,population_growth,population_start,17010,persons,2020-06-30,abs-erp-2024-25
208011170,population_growth,population_end,17486,persons,2025-06-30,abs-erp-2024-25
208011170,transport_access,weighted_index_area_sum,40735575.44142783,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208011170,transport_access,valid_intersection_area,5607535.201830272,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208011170,transport_access,sa2_area,5607535.201830331,m2,Boundary 2021,abs-sa2-2021
208011170,green_space_per_resident,eligible_open_space_area,391694.7136812267,m2,Observation date unverified,vpa-open-space-snapshot
208011170,green_space_per_resident,population_denominator,17486,persons,2025-06-30,abs-erp-2024-25
208011171,population_growth,population_start,12601,persons,2020-06-30,abs-erp-2024-25
208011171,population_growth,population_end,13257,persons,2025-06-30,abs-erp-2024-25
208011171,transport_access,weighted_index_area_sum,37972250.63323122,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208011171,transport_access,valid_intersection_area,5319200.720240247,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208011171,transport_access,sa2_area,5319200.7202402,m2,Boundary 2021,abs-sa2-2021
208011171,green_space_per_resident,eligible_open_space_area,172708.75962502262,m2,Observation date unverified,vpa-open-space-snapshot
208011171,green_space_per_resident,population_denominator,13257,persons,2025-06-30,abs-erp-2024-25
208011172,population_growth,population_start,18997,persons,2020-06-30,abs-erp-2024-25
208011172,population_growth,population_end,19524,persons,2025-06-30,abs-erp-2024-25
208011172,transport_access,weighted_index_area_sum,51883496.39435844,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208011172,transport_access,valid_intersection_area,5521200.335050932,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208011172,transport_access,sa2_area,5684605.55402354,m2,Boundary 2021,abs-sa2-2021
208011172,green_space_per_resident,eligible_open_space_area,526389.5760516659,m2,Observation date unverified,vpa-open-space-snapshot
208011172,green_space_per_resident,population_denominator,19524,persons,2025-06-30,abs-erp-2024-25
208011173,population_growth,population_start,17912,persons,2020-06-30,abs-erp-2024-25
208011173,population_growth,population_end,18071,persons,2025-06-30,abs-erp-2024-25
208011173,transport_access,weighted_index_area_sum,51030244.83694859,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208011173,transport_access,valid_intersection_area,6425932.083329005,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208011173,transport_access,sa2_area,6429504.80195837,m2,Boundary 2021,abs-sa2-2021
208011173,green_space_per_resident,eligible_open_space_area,761233.0804770276,m2,Observation date unverified,vpa-open-space-snapshot
208011173,green_space_per_resident,population_denominator,18071,persons,2025-06-30,abs-erp-2024-25
208021174,population_growth,population_start,25447,persons,2020-06-30,abs-erp-2024-25
208021174,population_growth,population_end,26966,persons,2025-06-30,abs-erp-2024-25
208021174,transport_access,weighted_index_area_sum,71395705.45594147,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021174,transport_access,valid_intersection_area,6224252.785333478,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021174,transport_access,sa2_area,6224252.78533343,m2,Boundary 2021,abs-sa2-2021
208021174,green_space_per_resident,eligible_open_space_area,273858.1373847389,m2,Observation date unverified,vpa-open-space-snapshot
208021174,green_space_per_resident,population_denominator,26966,persons,2025-06-30,abs-erp-2024-25
208021176,population_growth,population_start,19676,persons,2020-06-30,abs-erp-2024-25
208021176,population_growth,population_end,21266,persons,2025-06-30,abs-erp-2024-25
208021176,transport_access,weighted_index_area_sum,72021945.8899926,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021176,transport_access,valid_intersection_area,3804359.926890264,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021176,transport_access,sa2_area,3804359.9268902354,m2,Boundary 2021,abs-sa2-2021
208021176,green_space_per_resident,eligible_open_space_area,189174.76103830495,m2,Observation date unverified,vpa-open-space-snapshot
208021176,green_space_per_resident,population_denominator,21266,persons,2025-06-30,abs-erp-2024-25
208021177,population_growth,population_start,23399,persons,2020-06-30,abs-erp-2024-25
208021177,population_growth,population_end,24635,persons,2025-06-30,abs-erp-2024-25
208021177,transport_access,weighted_index_area_sum,125146248.22579266,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021177,transport_access,valid_intersection_area,6418842.188875613,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021177,transport_access,sa2_area,6418842.188875705,m2,Boundary 2021,abs-sa2-2021
208021177,green_space_per_resident,eligible_open_space_area,360409.1746565491,m2,Observation date unverified,vpa-open-space-snapshot
208021177,green_space_per_resident,population_denominator,24635,persons,2025-06-30,abs-erp-2024-25
208021178,population_growth,population_start,18714,persons,2020-06-30,abs-erp-2024-25
208021178,population_growth,population_end,19226,persons,2025-06-30,abs-erp-2024-25
208021178,transport_access,weighted_index_area_sum,78392329.29212381,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021178,transport_access,valid_intersection_area,4742017.622300339,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021178,transport_access,sa2_area,4742017.622300294,m2,Boundary 2021,abs-sa2-2021
208021178,green_space_per_resident,eligible_open_space_area,145108.29063968765,m2,Observation date unverified,vpa-open-space-snapshot
208021178,green_space_per_resident,population_denominator,19226,persons,2025-06-30,abs-erp-2024-25
208021179,population_growth,population_start,12509,persons,2020-06-30,abs-erp-2024-25
208021179,population_growth,population_end,12827,persons,2025-06-30,abs-erp-2024-25
208021179,transport_access,weighted_index_area_sum,59484422.657060474,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021179,transport_access,valid_intersection_area,2861624.702217552,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021179,transport_access,sa2_area,2861624.702217493,m2,Boundary 2021,abs-sa2-2021
208021179,green_space_per_resident,eligible_open_space_area,38654.52472455892,m2,Observation date unverified,vpa-open-space-snapshot
208021179,green_space_per_resident,population_denominator,12827,persons,2025-06-30,abs-erp-2024-25
208021180,population_growth,population_start,7957,persons,2020-06-30,abs-erp-2024-25
208021180,population_growth,population_end,8132,persons,2025-06-30,abs-erp-2024-25
208021180,transport_access,weighted_index_area_sum,33335107.053281702,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021180,transport_access,valid_intersection_area,2009487.0673644026,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021180,transport_access,sa2_area,2009487.0673644086,m2,Boundary 2021,abs-sa2-2021
208021180,green_space_per_resident,eligible_open_space_area,35131.3959447508,m2,Observation date unverified,vpa-open-space-snapshot
208021180,green_space_per_resident,population_denominator,8132,persons,2025-06-30,abs-erp-2024-25
208021181,population_growth,population_start,9771,persons,2020-06-30,abs-erp-2024-25
208021181,population_growth,population_end,10126,persons,2025-06-30,abs-erp-2024-25
208021181,transport_access,weighted_index_area_sum,38358364.62719403,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021181,transport_access,valid_intersection_area,2514550.363971742,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021181,transport_access,sa2_area,2514550.363971753,m2,Boundary 2021,abs-sa2-2021
208021181,green_space_per_resident,eligible_open_space_area,215371.56579254527,m2,Observation date unverified,vpa-open-space-snapshot
208021181,green_space_per_resident,population_denominator,10126,persons,2025-06-30,abs-erp-2024-25
208021182,population_growth,population_start,14198,persons,2020-06-30,abs-erp-2024-25
208021182,population_growth,population_end,15157,persons,2025-06-30,abs-erp-2024-25
208021182,transport_access,weighted_index_area_sum,51468252.82939428,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021182,transport_access,valid_intersection_area,2936719.3976729386,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021182,transport_access,sa2_area,2936719.3976728893,m2,Boundary 2021,abs-sa2-2021
208021182,green_space_per_resident,eligible_open_space_area,98346.9236459872,m2,Observation date unverified,vpa-open-space-snapshot
208021182,green_space_per_resident,population_denominator,15157,persons,2025-06-30,abs-erp-2024-25
208021426,population_growth,population_start,16815,persons,2020-06-30,abs-erp-2024-25
208021426,population_growth,population_end,17873,persons,2025-06-30,abs-erp-2024-25
208021426,transport_access,weighted_index_area_sum,40919228.30439554,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021426,transport_access,valid_intersection_area,4598658.150537194,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021426,transport_access,sa2_area,4598658.150537179,m2,Boundary 2021,abs-sa2-2021
208021426,green_space_per_resident,eligible_open_space_area,151330.6388063685,m2,Observation date unverified,vpa-open-space-snapshot
208021426,green_space_per_resident,population_denominator,17873,persons,2025-06-30,abs-erp-2024-25
208021427,population_growth,population_start,14127,persons,2020-06-30,abs-erp-2024-25
208021427,population_growth,population_end,14949,persons,2025-06-30,abs-erp-2024-25
208021427,transport_access,weighted_index_area_sum,35842381.83349851,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021427,transport_access,valid_intersection_area,4587620.40139335,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208021427,transport_access,sa2_area,4587620.401393411,m2,Boundary 2021,abs-sa2-2021
208021427,green_space_per_resident,eligible_open_space_area,188288.3254017589,m2,Observation date unverified,vpa-open-space-snapshot
208021427,green_space_per_resident,population_denominator,14949,persons,2025-06-30,abs-erp-2024-25
208031183,population_growth,population_start,9188,persons,2020-06-30,abs-erp-2024-25
208031183,population_growth,population_end,9063,persons,2025-06-30,abs-erp-2024-25
208031183,transport_access,weighted_index_area_sum,10585919.72784126,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031183,transport_access,valid_intersection_area,5306508.050352475,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031183,transport_access,sa2_area,5306508.0503522195,m2,Boundary 2021,abs-sa2-2021
208031183,green_space_per_resident,eligible_open_space_area,1936136.5409165332,m2,Observation date unverified,vpa-open-space-snapshot
208031183,green_space_per_resident,population_denominator,9063,persons,2025-06-30,abs-erp-2024-25
208031184,population_growth,population_start,34,persons,2020-06-30,abs-erp-2024-25
208031184,population_growth,population_end,28,persons,2025-06-30,abs-erp-2024-25
208031184,transport_access,weighted_index_area_sum,13662279.276508592,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031184,transport_access,valid_intersection_area,9080767.600980608,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031184,transport_access,sa2_area,9080767.6009808,m2,Boundary 2021,abs-sa2-2021
208031184,green_space_per_resident,eligible_open_space_area,3328669.3981455527,m2,Observation date unverified,vpa-open-space-snapshot
208031184,green_space_per_resident,population_denominator,28,persons,2025-06-30,abs-erp-2024-25
208031185,population_growth,population_start,12269,persons,2020-06-30,abs-erp-2024-25
208031185,population_growth,population_end,12478,persons,2025-06-30,abs-erp-2024-25
208031185,transport_access,weighted_index_area_sum,19776985.912156302,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031185,transport_access,valid_intersection_area,5823703.6537495,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031185,transport_access,sa2_area,5824096.498041001,m2,Boundary 2021,abs-sa2-2021
208031185,green_space_per_resident,eligible_open_space_area,1240547.1046163465,m2,Observation date unverified,vpa-open-space-snapshot
208031185,green_space_per_resident,population_denominator,12478,persons,2025-06-30,abs-erp-2024-25
208031186,population_growth,population_start,15426,persons,2020-06-30,abs-erp-2024-25
208031186,population_growth,population_end,16058,persons,2025-06-30,abs-erp-2024-25
208031186,transport_access,weighted_index_area_sum,28407422.04548005,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031186,transport_access,valid_intersection_area,5422336.999055189,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031186,transport_access,sa2_area,5422336.999055137,m2,Boundary 2021,abs-sa2-2021
208031186,green_space_per_resident,eligible_open_space_area,907922.6612721244,m2,Observation date unverified,vpa-open-space-snapshot
208031186,green_space_per_resident,population_denominator,16058,persons,2025-06-30,abs-erp-2024-25
208031187,population_growth,population_start,5562,persons,2020-06-30,abs-erp-2024-25
208031187,population_growth,population_end,5445,persons,2025-06-30,abs-erp-2024-25
208031187,transport_access,weighted_index_area_sum,13277150.62508702,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031187,transport_access,valid_intersection_area,3195023.3629505048,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031187,transport_access,sa2_area,3195023.362950542,m2,Boundary 2021,abs-sa2-2021
208031187,green_space_per_resident,eligible_open_space_area,836042.0526806759,m2,Observation date unverified,vpa-open-space-snapshot
208031187,green_space_per_resident,population_denominator,5445,persons,2025-06-30,abs-erp-2024-25
208031188,population_growth,population_start,24808,persons,2020-06-30,abs-erp-2024-25
208031188,population_growth,population_end,26320,persons,2025-06-30,abs-erp-2024-25
208031188,transport_access,weighted_index_area_sum,66493647.74042134,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031188,transport_access,valid_intersection_area,8736083.505630946,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031188,transport_access,sa2_area,8736083.505630568,m2,Boundary 2021,abs-sa2-2021
208031188,green_space_per_resident,eligible_open_space_area,673595.6845996825,m2,Observation date unverified,vpa-open-space-snapshot
208031188,green_space_per_resident,population_denominator,26320,persons,2025-06-30,abs-erp-2024-25
208031189,population_growth,population_start,13778,persons,2020-06-30,abs-erp-2024-25
208031189,population_growth,population_end,14365,persons,2025-06-30,abs-erp-2024-25
208031189,transport_access,weighted_index_area_sum,26116380.895902555,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031189,transport_access,valid_intersection_area,5098966.343511479,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031189,transport_access,sa2_area,5099796.781421367,m2,Boundary 2021,abs-sa2-2021
208031189,green_space_per_resident,eligible_open_space_area,704970.8646156392,m2,Observation date unverified,vpa-open-space-snapshot
208031189,green_space_per_resident,population_denominator,14365,persons,2025-06-30,abs-erp-2024-25
208031190,population_growth,population_start,13856,persons,2020-06-30,abs-erp-2024-25
208031190,population_growth,population_end,14155,persons,2025-06-30,abs-erp-2024-25
208031190,transport_access,weighted_index_area_sum,45372425.1968902,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031190,transport_access,valid_intersection_area,4449167.635435483,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031190,transport_access,sa2_area,4449167.635435694,m2,Boundary 2021,abs-sa2-2021
208031190,green_space_per_resident,eligible_open_space_area,276175.70857038366,m2,Observation date unverified,vpa-open-space-snapshot
208031190,green_space_per_resident,population_denominator,14155,persons,2025-06-30,abs-erp-2024-25
208031191,population_growth,population_start,9450,persons,2020-06-30,abs-erp-2024-25
208031191,population_growth,population_end,9826,persons,2025-06-30,abs-erp-2024-25
208031191,transport_access,weighted_index_area_sum,41944441.04042526,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031191,transport_access,valid_intersection_area,11698837.531139644,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031191,transport_access,sa2_area,11698837.531139705,m2,Boundary 2021,abs-sa2-2021
208031191,green_space_per_resident,eligible_open_space_area,742692.093759166,m2,Observation date unverified,vpa-open-space-snapshot
208031191,green_space_per_resident,population_denominator,9826,persons,2025-06-30,abs-erp-2024-25
208031192,population_growth,population_start,21,persons,2020-06-30,abs-erp-2024-25
208031192,population_growth,population_end,26,persons,2025-06-30,abs-erp-2024-25
208031192,transport_access,weighted_index_area_sum,3610398.194946701,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031192,transport_access,valid_intersection_area,3075216.6695364495,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031192,transport_access,sa2_area,3075216.669536413,m2,Boundary 2021,abs-sa2-2021
208031192,green_space_per_resident,eligible_open_space_area,0.0,m2,Observation date unverified,vpa-open-space-snapshot
208031192,green_space_per_resident,population_denominator,26,persons,2025-06-30,abs-erp-2024-25
208031193,population_growth,population_start,21782,persons,2020-06-30,abs-erp-2024-25
208031193,population_growth,population_end,22437,persons,2025-06-30,abs-erp-2024-25
208031193,transport_access,weighted_index_area_sum,52305491.48938657,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031193,transport_access,valid_intersection_area,7967035.876987425,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208031193,transport_access,sa2_area,7967035.87698765,m2,Boundary 2021,abs-sa2-2021
208031193,green_space_per_resident,eligible_open_space_area,697854.2124750073,m2,Observation date unverified,vpa-open-space-snapshot
208031193,green_space_per_resident,population_denominator,22437,persons,2025-06-30,abs-erp-2024-25
208041194,population_growth,population_start,21457,persons,2020-06-30,abs-erp-2024-25
208041194,population_growth,population_end,21820,persons,2025-06-30,abs-erp-2024-25
208041194,transport_access,weighted_index_area_sum,109964336.89745605,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208041194,transport_access,valid_intersection_area,6154948.306092732,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208041194,transport_access,sa2_area,6154948.306092753,m2,Boundary 2021,abs-sa2-2021
208041194,green_space_per_resident,eligible_open_space_area,449608.4608852494,m2,Observation date unverified,vpa-open-space-snapshot
208041194,green_space_per_resident,population_denominator,21820,persons,2025-06-30,abs-erp-2024-25
208041195,population_growth,population_start,23079,persons,2020-06-30,abs-erp-2024-25
208041195,population_growth,population_end,23996,persons,2025-06-30,abs-erp-2024-25
208041195,transport_access,weighted_index_area_sum,95477957.1003704,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208041195,transport_access,valid_intersection_area,7567251.841826149,m2,Retrieved 2026-09-08,dtp-ptal-snapshot
208041195,transport_access,sa2_area,7567251.841826231,m2,Boundary 2021,abs-sa2-2021
208041195,green_space_per_resident,eligible_open_space_area,537502.2335632921,m2,Observation date unverified,vpa-open-space-snapshot
208041195,green_space_per_resident,population_denominator,23996,persons,2025-06-30,abs-erp-2024-25
209011196,population_growth,population_start,10295,persons,2020-06-30,abs-erp-2024-25
209011196,population_growth,population_end,10339,persons,2025-06-30,abs-erp-2024-25
209011196,transport_access,weighted_index_area_sum,25215344.771198988,access_index*m2,Retrieved 2026-09-08,dtp-ptal-snapshot
