sa2_code,ptal_candidate_count,ptal_intersecting_count,ptal_valid_count,ptal_valid_covered_area_m2,ptal_coverage_fraction,park_candidate_count,park_included_feature_count,park_union_area_m2,park_overlap_removed_m2,selected_space_excluding_explicit_water_body_yes_m2_per_person,open_space_inventory_coverage_fraction
212021293,1431,890,890,19742013.899352033,0.9999999999999803,644,221,3848397.4727956424,0.006202823482453823,162.81243274508822,
212021295,439,256,256,5192127.251466497,0.9999999999999912,179,68,935678.6829821686,8.009024895727634e-05,72.57261172591039,
212021297,491,373,373,8054544.526365384,0.9999999999999889,176,84,575464.8858997886,2.6775524020195007e-09,47.919467557647685,
212021299,2416,1506,1506,34399266.458361566,1.0,695,100,2725866.0515819937,0.0006496487185359001,330.92947087313235,
212021453,890,649,649,14471221.250897272,1.0,182,75,5113642.645960404,0.00028055254369974136,420.0117163006515,
212021454,420,266,266,5586362.366270217,0.9999999999999865,232,112,458229.4355805156,0.0,33.84514628706076,
212021455,450,239,239,4872825.9813894825,0.9999999999999954,382,113,631273.7950108241,0.0,46.35583749528671,
212021456,917,438,438,9303106.641506514,1.0,620,97,1453239.9769541968,2.3283064365386963e-09,93.85429972579433,
212021553,651,453,453,9881007.039636204,0.9999999999999836,267,118,868297.559476064,0.0005626623751595616,41.815437489817704,
212021554,361,246,246,4970234.444099371,1.0,161,59,874008.4946657191,0.0,65.99777200526279,
212031300,919,596,596,13023697.398299962,0.9999999999999738,340,107,1630961.2653718626,0.0005149370990693569,71.82320175144717,
212031303,4690,3461,3461,81641107.48166117,0.9999999999999932,186,44,442764.83821904083,0.0,16.178194907155834,
212031304,992,586,586,12895460.174072295,0.9999999999999895,195,56,663889.9131306093,0.0,26.04511232368024,
212031306,512,349,349,7356633.171504842,0.9999999999999925,229,64,636986.3734627817,0.0005323828663676977,32.59075842736156,
212031308,5247,3732,3732,87574913.08805853,0.8892172560723409,201,77,2477701.7301766686,0.0,299.5287391412799,
212031457,414,291,291,6218866.661217951,0.9999999999999833,200,61,1082273.7190752032,2.421438694000244e-08,83.11117486370966,
212031458,474,322,322,6775130.998002081,1.0,301,118,725505.7574193341,8.149072527885437e-10,42.469458374953774,
212031555,450,326,326,6881370.043268636,0.999999999999981,30,6,106568.06954087532,0.0001835473085520789,7.797473442663008,
212031556,1102,864,864,19648386.000772074,1.0,11,3,41009.218290355915,2.315406163688749e-05,1.4476566750337765,
212031557,737,500,500,11022668.814463569,1.0,168,60,546735.0516988466,0.0007621577242389321,21.772731141684783,
212031558,441,258,258,5325931.8808791395,0.9999999999999882,85,7,927715.9420061838,1.1641532182693481e-10,59.50711622874815,
212031559,322,256,256,5453390.445221698,1.0,92,24,202339.11832901783,2.9103830456733704e-11,14.77898753407478,
212031560,280,228,228,4783872.223280515,1.0,144,40,278808.2124477263,5.820766091346741e-11,22.643402294138415,
212031561,525,380,380,8217005.334827413,0.9999999999999926,292,102,1508166.266512132,0.0,112.60854674174058,
212031562,319,240,240,5122393.363632034,0.9999999999999986,133,69,905065.4459542606,0.0,65.83251716280627,
212041309,508,301,301,6322034.527188045,1.0,141,45,360721.3334814185,0.0,30.7232206355011,
212041310,484,365,365,7937506.591054175,1.0,111,36,588197.0454258592,0.0,38.32152227675152,
212041312,571,437,437,9456414.846497212,1.0,134,78,1752507.3469742355,0.028556608594954014,74.92229263281725,
212041313,516,337,337,7242515.485504742,0.9999999999999964,160,43,360016.3360309329,0.0,33.42770065282571,
212041316,353,192,192,3757144.6796282167,1.0,69,20,225826.37805440553,0.0014295945002231747,29.741390498407164,
212041317,832,508,508,11104062.17850643,1.0,137,32,268023.38515177334,401.9960796479136,10.954037320245764,
212041318,347,225,225,4559131.6521324925,0.9999999999999691,91,26,599970.9294388704,0.0,45.19895505792304,
212041459,527,200,200,3767025.8586457064,1.0,97,27,281051.6560570456,0.005257392243947834,20.168758956372674,
212041460,400,237,237,4792975.187305275,0.999999999999958,75,27,130649.2931285035,0.0,6.381541206882406,
212041563,612,373,373,8039762.892150933,0.99999999999996,272,118,1271582.3097408034,1.142666222061962,54.51118059505286,
212041564,4026,2300,2300,53773201.85659823,1.0,763,190,3337539.21443099,0.006964508444070816,332.45733782557585,
212041565,464,321,321,6603806.914921691,0.999999999999992,188,64,477772.96962554776,0.018692464975174516,31.70989378280651,
212041566,1624,1036,1036,23671042.14039637,1.0,371,98,1563631.2795946796,0.06937406747601926,91.34961030523533,
212051319,422,314,314,6708074.779365006,0.9999999999999672,145,66,594027.6453625262,0.0,28.101028684541657,
212051321,688,428,428,9162407.412959557,1.0,144,55,1151546.8988726542,0.12261832924559712,50.46217786581928,
212051322,482,356,356,7674462.007852766,0.9999999999999888,134,72,537281.9330863411,0.0,22.944097582369267,
212051323,357,297,297,6483022.335140446,1.0,84,38,414364.8293533253,1.1641532182693481e-10,23.68881942335498,
212051324,484,398,398,8699887.49494684,0.999999999999997,125,68,810057.8299484602,0.0,39.21089258669153,
212051325,1102,499,499,10716830.107818605,0.9999999999999906,253,101,708706.2890017794,9.250469016376883,33.54631091705915,
212051326,697,464,464,10168978.648373945,0.9999999999999971,153,47,523616.7110766817,0.0292899725609459,20.59294101060611,
212051327,682,477,477,10437007.041966906,1.0,135,74,2229371.2224799492,0.009041568730026484,104.75876239274227,
212051567,387,249,249,5228754.452727944,1.0,73,15,53829.58760264703,0.0,3.6100588560557325,
212051568,290,202,202,4181183.7601361666,1.0,43,10,78218.84511940536,0.0,5.051917917677799,
213011328,314,220,220,4588826.328743953,1.0,70,49,1084518.5794823654,0.0,136.3316881813154,
213011329,324,217,217,4406408.387559897,0.9999999999999822,115,60,730562.9695000808,0.007251874660141766,72.8014917289606,
213011331,230,167,167,3506016.2105501425,1.0,187,80,184376.20774622142,0.0,23.460517590815805,
213011332,938,375,375,7660695.621441811,1.0,209,68,1869788.7992117684,6.119767018826678,142.95021400701611,
213011333,277,212,212,4432641.593629939,1.0,95,52,501131.38165187574,0.00011790212010964751,35.90795225364547,
213011334,416,303,303,6523076.481242469,0.9999999999999603,73,27,200582.1471441594,0.0,9.542442775649828,
213011335,587,307,307,6265971.118037499,1.0,176,51,670620.7242133095,0.0,37.877476657061386,
213011336,357,239,239,4732315.184078121,1.0,159,83,458573.1558125736,2.831985740107484,45.1751705066096,
213011337,535,368,368,8023690.365339984,0.9999999999999819,128,44,818995.0369282066,0.005135717568919063,64.22986722047054,
213011338,1162,602,602,12970421.138334276,0.9999999999999862,293,119,904753.3817696582,0.001949239638634026,48.40065167547376,
213011339,386,196,196,3948924.1666261447,1.0,218,75,302249.74272453,0.001669448392931372,25.135113740085654,
213011340,1603,842,842,18465492.494071174,0.9999999999999968,450,134,963184.1378278907,0.0,57.00663694530604,
213011569,561,379,379,8077725.9352649795,0.9999999999999898,174,65,781802.4144472663,0.0005494438810274005,42.56328475867049,
213011570,869,595,595,13259618.433174416,1.0,135,38,800308.2099373147,0.0,89.34005469271207,
213021341,1150,792,792,17675751.234537106,0.9994886459084465,348,77,5096516.770518687,0.0,351.39882072041524,
213021342,910,491,491,10531830.666555874,0.9988932200114299,322,127,4558329.144444991,4.0959713365882635,242.68319226860433,
213021343,1259,723,723,16185856.319204208,0.9999999999999747,221,54,1172129.4939561982,0.0,69.12106400384529,
213021344,732,430,430,8836643.874933384,0.999558042594324,257,60,1587308.8486416352,1097.0404450492933,77.05931608046242,
213021345,120,86,86,1620150.07709822,1.0,43,19,218311.55331252943,0.0007118080393411219,44.209907018248174,
213021346,431,355,355,7346548.9215783905,0.9998963127464142,136,71,1139643.950425441,0.7276049326173961,65.19698269362813,
213031347,542,351,351,7485450.562735268,0.9999999999999669,137,46,561530.4441856713,0.10804704972542822,26.846932691990354,
213031348,455,240,240,4967394.437054487,0.9999999999999968,228,63,809263.334020908,516.3788257604465,32.61116131069346,
213031349,481,272,272,5493483.703272741,1.0,252,113,1099425.513847728,31.015968994004652,74.18798777379108,
213031350,145,93,93,1680157.99268249,0.9999999999999767,97,12,21256.43596264586,0.0,2.1805945796723285,
213031351,532,292,292,5981449.977021081,1.0,74,35,253118.53225608912,0.0,19.460177770130635,
213031352,370,267,267,5620757.364757996,0.9999999999999811,125,59,748587.4599774494,0.04107172216754407,44.28681421732255,
213041353,2426,212,212,2586927.795711704,0.013172697960595609,158,4,1359.6001694310855,6.821210263296962e-13,0.05001840075899803,
213041358,1288,1058,1058,24210816.927126795,0.9999999999999981,152,99,974667.7276441326,2.3283064365386963e-10,42.91799769458973,
213041359,9178,5263,5263,125791166.583415,0.9999999999999971,791,42,1919380.2087151238,0.0013103883247822523,53.53023786019394,
213041360,349,276,276,5968460.554671914,0.9999999999999797,287,166,555332.9794501303,3.348314203321934e-05,27.942687906316305,
213041461,239,133,133,2552522.030450537,0.9999999999999938,131,51,192578.1558814021,6.417062832042575e-05,29.024590185591325,
213041462,134,102,102,1995428.4303387678,1.0,77,44,476284.59588124044,3.434251993894577e-09,73.92279929865651,
213041463,428,327,327,6953295.985445603,1.0,276,177,1306168.3315529511,0.011540124891325831,62.39458925924089,
213041571,669,489,489,10696855.112335326,1.0,111,65,1163780.5385813408,0.11943321139551699,109.12147572258237,
213041572,1074,877,877,19765235.704986278,0.9999999999999976,35,20,1759130.0211240966,3.91155481338501e-08,136.52541879115995,
213041573,4428,2932,2932,69514386.66108415,0.9999999999999957,139,55,3154834.62647682,0.0,732.150064162641,
213041574,4583,2516,2516,58744610.45831755,1.0,397,27,348697.69990618184,1.0884832590818405e-08,14.095060427106727,
213041575,452,357,357,7818009.347694223,1.0,183,70,476292.3625767671,2.9103830456733704e-10,29.449846199021035,
213041576,6668,5030,5030,120881565.03128135,0.999999999999999,289,103,2375852.703701128,1.3969838619232178e-09,196.64399136741676,
213041577,687,451,451,9864509.210316297,1.0,147,91,933073.7266830523,0.0,116.53225011652958,
213041578,1161,526,526,11024464.106838167,1.0,161,42,425512.80114154716,6.984919309616089e-10,18.645668513279347,
213051361,1101,516,516,10915489.95541438,1.0,339,74,797032.9482455286,2.0954757928848267e-09,43.413745206467155,
213051362,512,328,328,7012411.291086273,0.9999999999999843,173,75,591905.3255904496,1.1641532182693481e-10,31.307803109618618,
213051363,2399,993,993,22247857.523458455,0.999999999999995,374,85,2519086.861026588,45.95042572868988,196.55796356325368,
213051368,8428,4795,4795,114047772.45238625,0.9998790451287859,685,149,5089673.656844599,12.972514169290662,278.9267865608488,
213051464,1198,846,846,19036698.70291285,0.999885635331327,219,85,8395248.37056648,0.17830909229815006,357.1928381036676,
213051466,552,426,426,9423764.503272673,1.0,114,50,598436.7999323629,0.00024586194194853306,27.733688070800223,
213051467,545,362,362,7758550.952581363,0.9999999999999853,183,72,1187932.1454872356,2.490483255358413,61.85535776243437,
213051468,7965,5370,5370,127706786.06021664,0.9999999472470974,361,87,1581258.7217078796,0.00071564014069736,47.99983977500182,
213051579,5476,3050,3050,72060684.0611807,0.9999892722320552,48,28,409921.7928426267,0.0003278367221355438,29.993545975168413,
213051580,383,265,265,5553754.333189867,1.0,154,57,595902.7297349542,0.007993548293597996,33.40551852586904,
213051581,216,148,148,2938320.806842051,0.9999999999999999,91,32,337687.80799773516,0.0,33.266457294624686,
213051582,2694,1593,1593,36716040.969700634,0.9999999999999992,49,9,24787.95068316227,0.0,1.293126959317226,
213051583,548,367,367,7962262.636681376,0.9999999999999963,183,80,803129.5622500808,0.03318585979286581,27.461176306164276,
213051584,825,630,630,14348846.52801194,1.0,34,4,3298.6974930694187,1.610715116839856e-09,0.207726542384825,
213051585,226,159,159,3131081.569716974,1.0,86,37,300983.38288205606,0.0033854329958558083,25.36946922471886,
213051586,921,771,771,17522625.935327727,0.9999999999999963,76,20,505204.26120311953,0.07193636189913377,32.83959056182466,
213051587,359,210,210,4268579.814583124,0.999999999999943,85,37,242279.84684520843,0.0,22.33817507331228,
213051588,421,262,262,5378279.992549504,0.9999999999999825,147,70,673011.1141329117,0.003365234937518835,32.99882883711248,
213051589,7883,2258,2258,51266693.95441972,1.0,224,28,961945.104467189,0.1495154849253595,66.2724839503053,
213051590,380,238,238,4958582.026600467,0.9999999999999788,88,41,602602.5548291287,2.3283064365386963e-10,42.631945866935176,
214011370,1392,911,911,20304377.744867664,1.0,506,176,720129.456968154,1.000997144728899e-05,30.690822407439423,
214011371,1098,540,540,11623324.516726276,1.0,421,148,1424732.5198237237,0.10106991697102785,56.89144750324355,
214011372,877,597,597,13236428.300387561,1.0,249,56,875304.2939869479,0.001273655449040234,44.22068778351511,
214011373,1217,663,663,14558506.377720995,0.9999999999999966,284,91,1336862.159148488,0.0,69.00289868630577,
214011374,2176,1622,1622,37612740.48261161,0.9999999999999987,503,238,1705061.6926393774,5.005858838558197e-08,66.11841525668636,
214011375,811,566,566,12429783.960588947,0.9999889638326216,503,357,3443472.1505213105,6.741758914664388,188.11647913254913,
214011376,1294,880,880,19811442.2009215,0.999999999999993,318,73,192474.87308912465,1.019315400160849,14.15152364452027,
214021377,3392,1975,1975,45055697.2503794,0.9999966177064806,241,111,1320245.6068357308,0.0,92.02263906101552,
214021378,17538,12150,12150,287333041.91991705,0.9998874185182183,848,74,3874408.438046904,0.5028933645226061,638.919597303252,
214021379,6269,4623,4623,108392877.57055774,0.9956456672046876,579,304,6169027.905928561,0.06487132608890533,250.80570157480625,
214021381,1539,1027,1027,23205769.817743566,0.9999999999999928,270,134,2056993.516277981,0.04049885435961187,107.63963978430054,
214021382,1904,1325,1325,30207778.63752233,0.9999997268521905,421,237,2145153.12814681,3.725290298461914e-09,106.39855669373864,
214021383,3611,2964,2964,67161349.76497371,0.9995145039187877,536,325,1657466.9826253522,0.001133310841396451,80.56124150021142,
214021384,1410,1070,1070,23791137.576817304,0.9998080386363746,244,154,2719484.4294409836,0.0,113.88895955946664,
214021385,7489,4954,4954,117332115.72303121,0.9999718597078434,579,151,1883203.9445121335,3.026798367500305e-09,98.60739053891176,
214021591,1049,659,659,14687577.72322218,1.0,317,106,1147965.9308427218,0.012773902155458927,76.11496690377419,
214021592,533,320,320,6403537.226338631,0.9999447485423044,205,96,626358.2645716924,8.911371696740389e-05,57.45715446071653,
