sa2_code,name,rent_2021_aud_week,erp_2020,erp_2025,population_growth_2020_2025_percent,transport_raw_index_sample,transport_coverage_fraction,selected_open_space_m2,selected_open_space_m2_per_person_sample,transport_score,spatial_method_status
206041117,Carlton,365,20865,25267,21.09753175173736,41.81820604886178,0.999999999999953,280199.0661233622,11.089526501894259,,sample_only_not_approved_for_publication
212051567,Clayton (North) - Notting Hill,380,11715,14911,27.281263337601366,7.481761061565448,1.0,53829.58760264703,3.6100588560557325,,sample_only_not_approved_for_publication
212051568,Clayton - Central,401,14027,15483,10.379981464318814,8.772124256912841,1.0,78218.84511940536,5.051917917677799,,sample_only_not_approved_for_publication
213031348,Footscray,355,18092,20882,15.42118063232368,24.846641445307913,0.9999999999999968,809263.334020908,38.75411043103668,,sample_only_not_approved_for_publication
